"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2016/09/27";"2,119475";"32330004576";"0";"-45920976,49";"-0,14%";"1,71%";"0,45%";"1,24%";"0,88%";"3,85%";"7,34%"
"2016/09/26";"2,110069";"32232244709";"0";"-154479098,87";"-0,48%";"1,25%";"0%";"0,79%";"0,71%";"3,83%";"7,28%"
"2016/09/23";"2,116635";"32487503085";"0";"-12970182,68";"-0,04%";"0,4%";"-0,03%";"1,1%";"0,82%";"3,94%";"7,32%"
"2016/09/22";"2,12356";"32606805147";"0";"-1339369,53";"-0%";"1,25%";"0,31%";"1,44%";"0,88%";"4,01%";"7,36%"
"2016/09/21";"2,120986";"32568619679";"0";"-294904767,85";"-0,9%";"0,97%";"0,17%";"1,34%";"0,84%";"3,99%";"7,35%"
"2016/09/20";"2,112966";"32739258909";"0";"-27403442,27";"-0,08%";"0,65%";"-0,22%";"0,95%";"0,71%";"3,82%";"7,3%"
"2016/09/19";"2,112528";"32759870099";"0";"865370,21";"0%";"1,04%";"-0,24%";"0,93%";"0,64%";"3,88%";"7,3%"
"2016/09/16";"2,113501";"32774093055";"0";"-95109359,56";"-0,29%";"1,23%";"-0,04%";"0,92%";"0,79%";"3,94%";"7,31%"
"2016/09/15";"2,116559";"32916760481";"0";"140285,41";"0%";"0,78%";"-0,2%";"1,07%";"0,87%";"3,9%";"7,32%"
"2016/09/14";"2,114301";"32881503892";"0";"-30635827,99";"-0,09%";"0,5%";"-0,3%";"0,92%";"0,84%";"3,93%";"7,32%"
"2016/09/13";"2,11596";"32937964444";"0";"13101605,17";"0,04%";"0,36%";"-0,23%";"0,99%";"0,86%";"3,97%";"7,32%"
"2016/09/12";"2,118684";"32967248955";"0";"68072425,78";"0,21%";"-0,05%";"-0,1%";"1,12%";"0,94%";"4,02%";"7,34%"
"2016/09/09";"2,124464";"32988929055";"0";"-183121570,23";"-0,55%";"-0,92%";"-0,19%";"1,29%";"1,12%";"4,08%";"7,37%"
"2016/09/08";"2,136603";"33361592798";"0";"-136182908,3";"-0,41%";"-0,64%";"0,42%";"1,77%";"1,36%";"4,15%";"7,44%"
"2016/09/07";"2,142095";"33583879575";"0";"-677228,06";"-0%";"0,05%";"0,37%";"2%";"1,45%";"4,16%";"7,47%"
"2016/09/06";"2,136657";"33499297830";"0";"-20050695,49";"-0,06%";"0,05%";"-0,02%";"1,75%";"1,36%";"4,06%";"7,44%"
"2016/09/05";"2,129837";"33412358046";"0";"973013,4";"0%";"0,31%";"-0,34%";"1,42%";"1,26%";"4%";"7,41%"
"2016/09/02";"2,130819";"33426789958";"0";"-49495227,56";"-0,15%";"-0,19%";"-0,26%";"1,11%";"1,24%";"4,01%";"7,42%"
"2016/09/01";"2,121999";"33337718355";"0";"14940153,02";"0,04%";"-0,46%";"-0,61%";"0,83%";"1,11%";"4,01%";"7,37%"
"2016/08/31";"2,126454";"33392737225";"0";"22234363,82";"0,07%";"-0,21%";"0,55%";"1,03%";"1,18%";"4,04%";"7,4%"
"2016/08/30";"2,129554";"33419151249";"0";"118870256,64";"0,36%";"-0,2%";"0,7%";"1,17%";"1,23%";"4,1%";"7,41%"
"2016/08/29";"2,127605";"33269804072";"0";"7282524,17";"0,02%";"-0,28%";"0,61%";"1,08%";"1,2%";"4,03%";"7,41%"
"2016/08/26";"2,126468";"33244745933";"0";"931948,67";"0%";"-0,15%";"0,37%";"1,14%";"1,12%";"4,02%";"7,4%"
"2016/08/25";"2,121356";"33163896310";"0";"-14698859,94";"-0,04%";"-0,29%";"0,05%";"1,23%";"1,01%";"3,97%";"7,38%"
"2016/08/24";"2,125369";"33241359601";"0";"-13958143,73";"-0,04%";"0,43%";"0,57%";"1,21%";"1,07%";"3,98%";"7,4%"
"2016/08/23";"2,129663";"33322505294";"0";"-12679461,46";"-0,04%";"1,43%";"0,61%";"1,6%";"1,14%";"4,04%";"7,42%"
"2016/08/22";"2,123081";"33232158039";"0";"-37277599,83";"-0,11%";"1%";"-0,08%";"1,29%";"1,05%";"3,98%";"7,39%"
"2016/08/19";"2,126767";"33327196572";"0";"-44729050,49";"-0,13%";"1,12%";"0,64%";"1,47%";"1,07%";"4,05%";"7,41%"
"2016/08/18";"2,132352";"33459562023";"0";"-11992995,79";"-0,04%";"1,22%";"0,64%";"1,71%";"1,15%";"4,14%";"7,44%"
"2016/08/17";"2,128134";"33405345022";"0";"-4344143,24";"-0,01%";"0,95%";"0,42%";"1,51%";"1,09%";"4,13%";"7,42%"
"2016/08/16";"2,135967";"33532659850";"0";"-5201380,68";"-0,02%";"1,38%";"1,52%";"1,86%";"1,21%";"4,22%";"7,46%"
"2016/08/15";"2,137284";"33558540091";"0";"-9947022,47";"-0,03%";"1,44%";"1,16%";"1,92%";"1,21%";"4,29%";"7,47%"
"2016/08/12";"2,136123";"33550252282";"0";"30870855,49";"0,09%";"0,92%";"1,25%";"1,48%";"1,2%";"4,3%";"7,47%"
"2016/08/11";"2,137641";"33543201413";"0";"-232888179,55";"-0,69%";"1,13%";"1,32%";"1,61%";"1,19%";"4,26%";"7,47%"
"2016/08/10";"2,134744";"33730315147";"0";"-4054074,72";"-0,01%";"0,86%";"1,11%";"1,56%";"1,14%";"4,28%";"7,46%"
"2016/08/09";"2,136149";"33756571785";"0";"34968306,04";"0,1%";"1,64%";"0,9%";"1,62%";"1,16%";"4,3%";"7,47%"
"2016/08/08";"2,122534";"33506674824";"0";"-78108563,52";"-0,23%";"0,36%";"0,13%";"0,97%";"0,96%";"4,16%";"7,4%"
"2016/08/05";"2,119193";"33531918858";"0";"-22932920,41";"-0,07%";"0,68%";"-0,14%";"0,7%";"0,78%";"4,14%";"7,39%"
"2016/08/04";"2,115622";"33498309323";"0";"70300360,78";"0,21%";"0,55%";"-0,72%";"0,54%";"0,74%";"4,1%";"7,37%"
"2016/08/03";"2,111209";"33358281098";"0";"34119027,37";"0,1%";"-0,22%";"-0,81%";"0,33%";"0,67%";"4,04%";"7,36%"
"2016/08/02";"2,112342";"33342045793";"0";"30199336,63";"0,09%";"-0,87%";"-0,68%";"0,38%";"0,68%";"4,08%";"7,36%"
"2016/08/01";"2,120684";"33443400638";"0";"-9671002,77";"-0,03%";"-0,49%";"-0,34%";"0,77%";"0,84%";"4,22%";"7,41%"
"2016/07/29";"2,119786";"33438905995";"0";"15345980,99";"0,05%";"-0,54%";"-0,43%";"0,66%";"0,9%";"4,22%";"7,4%"
"2016/07/28";"2,116512";"33371937475";"0";"-42391765,9";"-0,13%";"-0,89%";"-0,52%";"0,51%";"0,82%";"4,21%";"7,39%"
"2016/07/27";"2,115889";"33404493659";"0";"62663130,37";"0,19%";"-0,72%";"-0,49%";"0,47%";"0,81%";"4,21%";"7,38%"
"2016/07/26";"2,111738";"33276419754";"0";"-5906510,9";"-0,02%";"-0,69%";"-0,62%";"0,26%";"0,74%";"4,13%";"7,36%"
"2016/07/25";"2,108169";"33226076568";"0";"-11860355,42";"-0,04%";"-0,76%";"-0,78%";"0,1%";"0,63%";"4,08%";"7,34%"
"2016/07/22";"2,106274";"33208059864";"0";"-20427296,83";"-0,06%";"-0,97%";"-0,86%";"0%";"0,62%";"4,05%";"7,33%"
"2016/07/21";"2,107767";"33252040664";"0";"-18354591,84";"-0,06%";"-1,13%";"-0,8%";"0,07%";"0,69%";"4,09%";"7,34%"
"2016/07/20";"2,109839";"33303101081";"0";"-31709249,02";"-0,1%";"-1,01%";"-0,7%";"0,16%";"0,72%";"4,17%";"7,35%"
"2016/07/19";"2,101741";"33206864409";"0";"-1224628,78";"-0%";"-1,21%";"-1,08%";"-0,23%";"0,59%";"4,09%";"7,32%"
"2016/07/18";"2,106363";"33281117916";"0";"-2842570,68";"-0,01%";"-0,49%";"-0,87%";"-0,01%";"0,69%";"4,15%";"7,34%"
"2016/07/15";"2,105378";"33268395885";"0";"48646830,01";"0,15%";"-0,36%";"-0,92%";"-0,05%";"0,77%";"4,16%";"7,35%"
"2016/07/14";"2,106424";"33236253387";"0";"-654211,14";"-0%";"-0,35%";"-0,79%";"0,01%";"0,81%";"4,16%";"7,35%"
"2016/07/13";"2,099988";"33135355044";"0";"65272565,68";"0,2%";"-0,52%";"-1,09%";"-0,29%";"0,71%";"4,11%";"7,32%"
"2016/07/12";"2,100919";"33084743632";"0";"16396580,13";"0,05%";"0,01%";"-1,05%";"-0,25%";"0,72%";"4,15%";"7,32%"
"2016/07/11";"2,093564";"32952579765";"0";"-41388897,11";"-0,13%";"-0,25%";"-1,39%";"-0,6%";"0,65%";"4,08%";"7,28%"
"2016/07/08";"2,083979";"32842911809";"0";"-5532721,82";"-0,02%";"-0,66%";"-1,85%";"-1,08%";"0,63%";"3,95%";"7,25%"
"2016/07/07";"2,083393";"32839207783";"0";"-12691223,95";"-0,04%";"-0,67%";"-2,03%";"-1,12%";"0,6%";"3,95%";"7,25%"
"2016/07/06";"2,083554";"32854437729";"0";"-3193422,33";"-0,01%";"-0,57%";"-2,07%";"-1,11%";"0,6%";"3,97%";"7,26%"
"2016/07/05";"2,083328";"32854067133";"0";"-6685578,7";"-0,02%";"-0,63%";"-2,32%";"-1,18%";"0,6%";"3,97%";"7,26%"
"2016/07/04";"2,083389";"32861714877";"0";"73905226,96";"0,23%";"-0,66%";"-2,33%";"-1,18%";"0,52%";"3,95%";"7,27%"
"2016/07/01";"2,083551";"32790359162";"0";"-94699225,05";"-0,29%";"-1,15%";"-2,37%";"-1,18%";"0,63%";"3,95%";"7,27%"
"2016/06/30";"2,083763";"32888404421";"0";"-5618047,61";"-0,02%";"-1,87%";"-2,37%";"-1,31%";"0,67%";"3,99%";"7,27%"
"2016/06/29";"2,083896";"32896121990";"0";"-58177699,69";"-0,18%";"-1,94%";"-2,45%";"-1,2%";"0,67%";"4,01%";"7,28%"
"2016/06/28";"2,08374";"32951832738";"0";"-17991330,54";"-0,05%";"-1,25%";"-2,48%";"-1,22%";"0,67%";"4,02%";"7,29%"
"2016/06/27";"2,083809";"32970915816";"0";"108938832,19";"0,33%";"-1,24%";"-2,6%";"-1,22%";"0,67%";"4,03%";"7,32%"
"2016/06/24";"2,084053";"32865824900";"0";"-5482074,32";"-0,02%";"-1,23%";"-2,59%";"-1,25%";"0,74%";"4,04%";"7,33%"
"2016/06/23";"2,108114";"33250815805";"0";"-38195222,71";"-0,12%";"-0,43%";"-1,47%";"-0,17%";"1,11%";"4,24%";"7,46%"
"2016/06/22";"2,097403";"33119874730";"0";"-43167730,66";"-0,13%";"-0,93%";"-1,84%";"-0,62%";"0,94%";"4,16%";"7,41%"
"2016/06/21";"2,100691";"33215030602";"0";"-128108459,02";"-0,38%";"-0,78%";"-1,78%";"-0,47%";"0,99%";"4,19%";"7,42%"
"2016/06/20";"2,099346";"33321790599";"0";"-30673112,4";"-0,09%";"-0,86%";"-1,74%";"-0,53%";"0,96%";"4,18%";"7,43%"
"2016/06/17";"2,090728";"33215548914";"0";"-112164106,5";"-0,34%";"-1,37%";"-2,15%";"-1,01%";"0,81%";"4,09%";"7,4%"
"2016/06/16";"2,087795";"33280958884";"0";"-56544,7";"-0%";"-1,25%";"-2,28%";"-1,32%";"0,75%";"4,06%";"7,38%"
"2016/06/15";"2,100241";"33479413987";"0";"-40708037,08";"-0,12%";"-0,97%";"-1,91%";"-0,74%";"0,95%";"4,2%";"7,43%"
"2016/06/14";"2,103707";"33575439839";"0";"-8459635,76";"-0,03%";"-0,8%";"-1,9%";"-0,92%";"1,01%";"4,21%";"7,48%"
"2016/06/13";"2,108461";"33659793056";"0";"-9738795,5";"-0,03%";"-0,58%";"-1,79%";"-0,7%";"1,09%";"4,28%";"7,5%"
"2016/06/10";"2,119805";"33850681595";"0";"362883,79";"0%";"-0,09%";"-1,07%";"-0,36%";"1,24%";"4,39%";"7,56%"
"2016/06/09";"2,14428";"34241150203";"0";"9151370,43";"0,03%";"0,74%";"0,02%";"0,7%";"1,61%";"4,63%";"7,69%"
"2016/06/08";"2,15036";"34329061974";"0";"146596903,04";"0,43%";"1,07%";"0,34%";"0,82%";"1,71%";"4,69%";"7,72%"
"2016/06/07";"2,141012";"34033867774";"0";"-13624163,48";"-0,04%";"0,32%";"-0,19%";"0,18%";"1,56%";"4,6%";"7,67%"
"2016/06/06";"2,135639";"33962047683";"0";"-27799266,09";"-0,08%";"-0,06%";"-0,54%";"-0,07%";"1,49%";"4,53%";"7,65%"
"2016/06/03";"2,123295";"33793385529";"0";"-31522814,33";"-0,09%";"-0,67%";"-1,12%";"-0,29%";"1,19%";"4,44%";"7,59%"
"2016/06/02";"2,134927";"34010210590";"0";"-94460618,16";"-0,28%";"-0,07%";"-1,65%";"0,01%";"1,33%";"4,58%";"7,65%"
"2016/06/01";"2,131775";"34054319171";"0";"-10341965,24";"-0,03%";"-0,15%";"-2,3%";"-0,07%";"1,28%";"4,56%";"7,63%"
"2016/05/31";"2,130964";"34051701776";"0";"111372798,86";"0,33%";"0,77%";"-2,32%";"-0,22%";"1,27%";"4,56%";"7,64%"
"2016/05/30";"2,13383";"33985976385";"0";"-21732398,26";"-0,06%";"0,9%";"-2,18%";"-0,08%";"1,3%";"4,59%";"7,65%"
"2016/05/27";"2,133616";"34004298179";"0";"-39528087,96";"-0,12%";"0,71%";"-2,14%";"-0,19%";"1,34%";"4,59%";"7,65%"
"2016/05/26";"2,129621";"33980082329";"0";"305057487,78";"0,91%";"0,52%";"-2,36%";"-0,39%";"1,24%";"4,56%";"7,63%"
"2016/05/25";"2,12747";"33641011757";"0";"-19912670,64";"-0,06%";"0,34%";"-2,07%";"-0,24%";"1,21%";"4,54%";"7,63%"
"2016/05/24";"2,116308";"33484318770";"0";"-77772809,57";"-0,23%";"0,14%";"-1,9%";"-0,76%";"1,03%";"4,43%";"7,57%"
"2016/05/23";"2,099627";"33297551045";"0";"-2268377,17";"-0,01%";"-0,81%";"-3,11%";"-1,54%";"0,81%";"4,27%";"7,49%"
"2016/05/20";"2,102015";"33337692801";"0";"-38212994,58";"-0,11%";"-0,54%";"-3,04%";"-1,28%";"0,73%";"4,29%";"7,51%"
"2016/05/19";"2,103228";"33395165874";"0";"-4851218,31";"-0,01%";"-0,48%";"-2,76%";"-1,25%";"0,75%";"4,3%";"7,51%"
"2016/05/18";"2,106622";"33453915033";"0";"-237270165,11";"-0,7%";"-0,57%";"-2,4%";"-1,07%";"0,81%";"4,33%";"7,52%"
"2016/05/17";"2,108076";"33714439006";"0";"-5261814,71";"-0,02%";"-0,53%";"-1,94%";"-1,09%";"0,83%";"4,27%";"7,53%"
"2016/05/13";"2,106995";"33702409700";"0";"6041465,94";"0,02%";"-0,13%";"-0,93%";"-1,73%";"0,91%";"4,24%";"7,53%"
"2016/05/12";"2,116727";"33852008402";"0";"-8588379,64";"-0,03%";"0,33%";"-1,01%";"-1,74%";"1,1%";"4,27%";"7,58%"
"2016/05/11";"2,113775";"33813374593";"0";"52863573,39";"0,16%";"0,19%";"-1,91%";"-2,5%";"1,06%";"4,25%";"7,58%"
"2016/05/10";"2,116557";"33804944198";"0";"-14194195,23";"-0,04%";"0,25%";"-1,59%";"-2,45%";"1,1%";"4,24%";"7,59%"
"2016/05/09";"2,101683";"33581476065";"0";"-12587680,19";"-0,04%";"-0,73%";"-2,29%";"-3,14%";"1,11%";"4,09%";"7,52%"
"2016/05/06";"2,114918";"33805616788";"0";"-1078940,3";"-0%";"-0,34%";"-2,28%";"-1,13%";"1,27%";"4,21%";"7,59%"
"2016/05/05";"2,104846";"33645696087";"0";"-48320164,16";"-0,14%";"-0,82%";"-2,56%";"-1,6%";"1,23%";"4,06%";"7,54%"
"2016/05/04";"2,104025";"33680873823";"0";"-3870199,97";"-0,01%";"-1,26%";"-2,46%";"-2,1%";"1,22%";"4,05%";"7,54%"
"2016/05/03";"2,115829";"33873722157";"0";"42742435,04";"0,13%";"-0,59%";"-2,07%";"-1,42%";"1,4%";"4,17%";"7,61%"
"2016/05/02";"2,13098";"34073236149";"0";"-3999097,15";"-0,01%";"0,2%";"-1,33%";"-0,72%";"1,75%";"4,29%";"7,68%"
"2016/04/29";"2,131206";"34080849290";"0";"530334539,87";"1,58%";"0,1%";"-1,01%";"-0,72%";"1,62%";"4,27%";"7,69%"
"2016/04/28";"2,135606";"33619781759";"0";"84410532,98";"0,25%";"0,37%";"-0,94%";"-0,56%";"1,7%";"4,34%";"7,71%"
"2016/04/27";"2,131189";"33466011178";"0";"-30898125,45";"-0,09%";"0,23%";"-0,63%";"-0,89%";"1,63%";"4,29%";"7,69%"
"2016/04/26";"2,126394";"33421544012";"0";"-28370875,25";"-0,08%";"0,07%";"-1,13%";"-1,07%";"1,55%";"4,28%";"7,66%"
"2016/04/25";"2,124215";"33415637437";"0";"-17020894,24";"-0,05%";"-0,02%";"-0,45%";"-1,17%";"1,49%";"4,27%";"7,66%"
"2016/04/22";"2,126919";"33475216127";"0";"-44532109,67";"-0,13%";"0,11%";"-0,32%";"-1,06%";"1,58%";"4,29%";"7,67%"
"2016/04/21";"2,131917";"33598515553";"0";"-25621826,11";"-0,08%";"0,34%";"1,07%";"-0,86%";"1,63%";"4,34%";"7,7%"
"2016/04/20";"2,131391";"33615841420";"0";"-741174391,87";"-2,16%";"0,31%";"0,95%";"-0,95%";"1,62%";"4,4%";"7,7%"
"2016/04/19";"2,127412";"34292876212";"0";"87626324,54";"0,26%";"0,12%";"0,73%";"-1,13%";"1,56%";"4,4%";"7,67%"
"2016/04/18";"2,116631";"34031909322";"0";"-39520377,65";"-0,12%";"-0,39%";"0,34%";"-1,64%";"1,45%";"4,3%";"7,62%"
"2016/04/15";"2,113052";"34013818502";"0";"39887183,87";"0,12%";"-0,56%";"0,37%";"-3,4%";"1,37%";"4,23%";"7,6%"
"2016/04/14";"2,1139";"33987565575";"0";"-57519447,53";"-0,17%";"-0,44%";"0,93%";"-3,25%";"1,26%";"4,28%";"7,61%"
"2016/04/13";"2,110979";"33998041315";"0";"-6452408,65";"-0,02%";"-0,58%";"0,47%";"-3,82%";"1,22%";"4,25%";"7,59%"
"2016/04/12";"2,10068";"33838593314";"0";"-24854359,28";"-0,07%";"-1,06%";"-0,35%";"-4,24%";"1,05%";"4,14%";"7,54%"
"2016/04/11";"2,098868";"33834237814";"0";"-41184154,41";"-0,12%";"-1,14%";"-0,4%";"-4,32%";"0,82%";"4,07%";"7,54%"
"2016/04/08";"2,097929";"33860266646";"0";"-44415511,14";"-0,13%";"-1,19%";"-0,19%";"-3,27%";"1,1%";"4,03%";"7,54%"
"2016/04/07";"2,097354";"33895389568";"0";"-30036203,77";"-0,09%";"-1,37%";"-0,08%";"-3,53%";"1,2%";"4,02%";"7,54%"
"2016/04/06";"2,095442";"33894498511";"0";"15313444,6";"0,05%";"-1,51%";"-0,19%";"-3,28%";"1,17%";"4,02%";"7,53%"
"2016/04/05";"2,096495";"33896210010";"0";"-34323110,41";"-0,1%";"-1,7%";"0,25%";"-3,24%";"1,19%";"4,04%";"7,54%"
"2016/04/04";"2,097227";"33942380108";"0";"-116369300,63";"-0,34%";"-1,68%";"0,48%";"-3,2%";"1,37%";"4,04%";"7,54%"
"2016/04/01";"2,10788";"34231753026";"0";"-22047461,98";"-0,06%";"-1,23%";"0,97%";"-2,85%";"1,54%";"4,15%";"7,6%"
"2016/03/31";"2,115045";"34370234289";"0";"-9079989,95";"-0,03%";"-0,89%";"1,11%";"-2,46%";"1,66%";"4,24%";"7,64%"
"2016/03/30";"2,123423";"34515495729";"0";"13674214,49";"0,04%";"-0,51%";"1,51%";"-2,29%";"1,79%";"4,31%";"7,68%"
"2016/03/29";"2,125202";"34530727079";"0";"-11447740,02";"-0,03%";"-0,52%";"1,53%";"-1,68%";"1,82%";"4,36%";"7,69%"
"2016/03/24";"2,110042";"34295770303";"0";"-57159160,41";"-0,17%";"-1,38%";"0,79%";"-2,01%";"1,53%";"4,27%";"7,61%"
"2016/03/23";"2,11725";"34470280642";"0";"-28588139,77";"-0,08%";"-1,04%";"1,13%";"-1,68%";"1,65%";"4,41%";"7,65%"
"2016/03/22";"2,117102";"34496457242";"0";"-49203910,67";"-0,14%";"-0,91%";"1,13%";"-1,71%";"1,65%";"4,43%";"7,65%"
"2016/03/21";"2,117301";"34548908321";"0";"-32526118,76";"-0,09%";"-1%";"1,16%";"-1,7%";"1,64%";"4,43%";"7,65%"
"2016/03/18";"2,117625";"34586726264";"0";"-22943095,65";"-0,07%";"-0,89%";"1,17%";"-1,93%";"1,56%";"4,48%";"7,67%"
"2016/03/17";"2,119788";"34645020621";"0";"-21626163,53";"-0,06%";"-0,79%";"1,23%";"-2,45%";"1,46%";"4,48%";"7,68%"
"2016/03/16";"2,114303";"34576946042";"0";"-15275729,03";"-0,04%";"-1,04%";"0,96%";"-2,79%";"1,37%";"4,41%";"7,66%"
"2016/03/11";"2,120738";"34697505142";"0";"-51764873,36";"-0,15%";"-1,22%";"1,22%";"-2,47%";"1,6%";"4,46%";"7,7%"
"2016/03/10";"2,12175";"34765852102";"0";"-19743779,74";"-0,06%";"-0,98%";"1,27%";"-2,23%";"1,76%";"4,47%";"7,7%"
"2016/03/09";"2,128542";"34896949136";"0";"-26160716,52";"-0,07%";"-0,71%";"1,49%";"-1,69%";"1,86%";"4,53%";"7,73%"
"2016/03/08";"2,127585";"34907408299";"0";"762694,85";"0%";"-0,73%";"1,34%";"-1,78%";"1,85%";"4,49%";"7,73%"
"2016/03/07";"2,134232";"35015700929";"0";"-10098716,69";"-0,03%";"-0,51%";"1,62%";"-1,47%";"2,09%";"4,53%";"7,77%"
"2016/03/04";"2,137024";"35071620359";"0";"-45580743,36";"-0,13%";"-0,47%";"1,77%";"-0,89%";"2,33%";"4,55%";"7,78%"
"2016/03/03";"2,137628";"35127126489";"0";"-31619121,91";"-0,09%";"-0,46%";"1,41%";"-0,95%";"2,35%";"4,53%";"7,78%"
"2016/03/02";"2,136405";"35138630256";"0";"-122577106,3";"-0,35%";"-1,58%";"1,37%";"-1,11%";"2,33%";"4,55%";"7,78%"
"2016/03/01";"2,135009";"35238166485";"0";"-24267648,04";"-0,07%";"-2,15%";"1,45%";"-1,02%";"2,31%";"4,56%";"7,77%"
"2016/02/29";"2,114737";"34927615842";"0";"-61240028,2";"-0,18%";"-3,01%";"0,47%";"-1,96%";"2,03%";"4,36%";"7,65%"
"2016/02/26";"2,118674";"35053994526";"0";"-11801419,02";"-0,03%";"-2,86%";"0,77%";"-1,71%";"2,1%";"4,4%";"7,68%"
"2016/02/25";"2,120302";"35092740683";"0";"-36710172,43";"-0,1%";"-2,4%";"1,18%";"-1,86%";"2,13%";"4,41%";"7,69%"
"2016/02/24";"2,113362";"35014467995";"0";"-43567699,83";"-0,12%";"-2,04%";"0,64%";"-2,31%";"2,01%";"4,29%";"7,65%"
"2016/02/23";"2,116761";"35114420859";"0";"-72062507,22";"-0,21%";"-2,32%";"0,99%";"-2,06%";"2,07%";"4,31%";"7,67%"
"2016/02/22";"2,124835";"35320695810";"0";"93722295,8";"0,27%";"-1,99%";"1,37%";"-1,67%";"2,2%";"4,43%";"7,72%"
"2016/02/19";"2,113346";"35036500984";"0";"-23326108,21";"-0,07%";"-2,3%";"0,82%";"-2,05%";"2%";"4,38%";"7,67%"
"2016/02/18";"2,118762";"35149677038";"0";"-52747224,01";"-0,15%";"-1,84%";"1,06%";"-1,8%";"2,23%";"4,43%";"7,7%"
"2016/02/17";"2,119256";"35210631884";"0";"-320665567,36";"-0,91%";"-1,42%";"1,08%";"-1,81%";"2,25%";"4,43%";"7,7%"
"2016/02/16";"2,104063";"35276572679";"0";"";"";"-1,26%";"0,34%";"-2,49%";"2%";"4,3%";"7,63%"
"2016/02/15";"2,112734";"35456426006";"0";"-28335818,13";"-0,08%";"-0,66%";"0,75%";"-2,09%";"2,14%";"4,37%";"7,67%"
"2016/02/12";"2,109776";"35435080262";"0";"";"";"-1,34%";"0,23%";"-2,12%";"2,09%";"4,34%";"7,66%"
"2016/02/11";"2,109815";"35772567028";"0";"";"";"-2,09%";"0,28%";"-2,03%";"2,07%";"4,34%";"7,66%"
"2016/02/10";"2,111209";"36202744090";"0";"-128828872,58";"-0,36%";"-1,84%";"0,44%";"-1,84%";"2,1%";"4,36%";"7,67%"
"2016/02/09";"2,117177";"36434275645";"0";"-824563448,98";"-2,26%";"-1,57%";"0,72%";"-1,57%";"2,19%";"4,38%";"7,7%"
"2016/02/08";"2,119771";"37304489235";"0";"";"";"-2,06%";"0,84%";"-1,46%";"2,24%";"4,39%";"7,72%"
"2016/02/05";"2,122212";"37443919634";"0";"-45976492";"-0,12%";"-1,75%";"0,85%";"-1,6%";"2,26%";"4,46%";"7,74%"
"2016/02/04";"2,130895";"37643285499";"0";"16804111,76";"0,04%";"-1,22%";"1,26%";"-1,19%";"2,39%";"4,54%";"7,78%"
"2016/02/03";"2,128346";"37581472177";"0";"-14646692,33";"-0,04%";"-1,49%";"1,14%";"-1,31%";"2,34%";"4,5%";"7,77%"
"2016/02/02";"2,126733";"37567626068";"0";"11527323,66";"0,03%";"-1,53%";"1,06%";"-1,3%";"2,32%";"4,46%";"7,77%"
"2016/02/01";"2,12789";"37576530273";"0";"-31873002,01";"-0,08%";"-1%";"1,11%";"-1,26%";"2,34%";"4,48%";"7,78%"
"2016/01/29";"2,12899";"37627844714";"0";"-13750524,72";"-0,04%";"-1,11%";"1,1%";"-1,21%";"2,13%";"4,52%";"7,79%"
"2016/01/28";"2,127661";"37618097862";"0";"8224824,04";"0,02%";"-1,31%";"1,04%";"-1,28%";"2,13%";"4,5%";"7,78%"
"2016/01/27";"2,126272";"37585320201";"0";"-102535075,27";"-0,27%";"-0,86%";"0,97%";"-1,45%";"2,13%";"4,46%";"7,77%"
"2016/01/26";"2,124847";"37662597363";"0";"-39785005,42";"-0,11%";"-1,2%";"0,89%";"-1,51%";"2,11%";"4,48%";"7,77%"
"2016/01/25";"2,124695";"37699685345";"0";"-12452264,59";"-0,03%";"-0,43%";"0,88%";"-1,53%";"2,1%";"4,5%";"7,77%"
"2016/01/22";"2,124634";"37711054894";"0";"-31805955,96";"-0,08%";"-0,43%";"0,88%";"-1,61%";"2,25%";"4,53%";"7,77%"
"2016/01/21";"2,124708";"37744175416";"0";"-41226188,35";"-0,11%";"0,73%";"0,87%";"-1,6%";"2,19%";"4,53%";"7,77%"
"2016/01/20";"2,124757";"37786273011";"0";"-27624138,12";"-0,07%";"0,63%";"0,87%";"-1,61%";"2,26%";"4,52%";"7,77%"
"2016/01/19";"2,124784";"37814377663";"0";"-35743924,02";"-0,09%";"0,61%";"0,86%";"-1,61%";"2,26%";"4,53%";"7,77%"
"2016/01/18";"2,124814";"37850655996";"0";"889749,07";"0%";"0,72%";"0,86%";"-1,61%";"2,26%";"4,52%";"7,77%"
"2016/01/15";"2,125006";"37853186384";"0";"-121157624,76";"-0,32%";"0,94%";"0,88%";"-1,61%";"2,31%";"4,58%";"7,74%"
"2016/01/14";"2,123226";"37942535001";"0";"-12407531,04";"-0,03%";"1,37%";"0,8%";"-1,7%";"2,19%";"4,57%";"7,73%"
"2016/01/13";"2,123198";"37954442002";"0";"106740162,79";"0,28%";"1,05%";"0,81%";"-1,7%";"2,15%";"4,57%";"7,73%"
"2016/01/12";"2,123214";"37847987052";"0";"25374170,87";"0,07%";"0,72%";"0,81%";"-1,7%";"2,15%";"4,59%";"7,72%"
"2016/01/11";"2,123162";"37821686561";"0";"-21298920,84";"-0,06%";"0,76%";"0,8%";"-1,7%";"2,15%";"4,62%";"7,71%"
