"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2011/09/14";"1,743964";"22236349414";"0";"100581382,98";"0,45%";"1,95%";"2,54%";"6,6%";"12,19%";"10,82%";""
"2011/09/13";"1,741631";"22106155753";"0";"2950419,71";"0,01%";"1,84%";"2,3%";"6,44%";"12,14%";"10,79%";""
"2011/09/12";"1,739942";"22081770073";"0";"-8174834,77";"-0,04%";"1,63%";"2,09%";"6,61%";"12,11%";"10,77%";""
"2011/09/09";"1,739451";"22083711273";"0";"11447183,26";"0,05%";"1,72%";"2,02%";"6,74%";"12,29%";"10,77%";""
"2011/09/08";"1,743529";"22124010700";"0";"5736754,28";"0,03%";"1,96%";"2,26%";"7,11%";"12,54%";"10,82%";""
"2011/09/07";"1,74682";"22160023317";"0";"-180662,51";"-0%";"2,14%";"2,45%";"7,51%";"12,54%";"10,87%";""
"2011/09/06";"1,75072";"22209679481";"0";"44153525,87";"0,2%";"2,41%";"2,66%";"7,5%";"12,62%";"10,92%";""
"2011/09/05";"1,750767";"22166121013";"0";"226184983,88";"1,02%";"2,41%";"2,67%";"7,52%";"12,62%";"10,93%";""
"2011/09/02";"1,750182";"21932605035";"0";"11199166,7";"0,05%";"2,4%";"2,33%";"7,82%";"12,54%";"10,93%";""
"2011/09/01";"1,743516";"21837912785";"0";"-54173190,25";"-0,25%";"2,01%";"1,94%";"7,59%";"12,16%";"10,85%";""
"2011/08/31";"1,744385";"21902997388";"0";"-35485379,41";"-0,16%";"2,22%";"1,99%";"7,91%";"12,33%";"10,87%";""
"2011/08/30";"1,74167";"21904337220";"0";"42084213,67";"0,19%";"2,1%";"1,67%";"7,75%";"12,27%";"10,83%";""
"2011/08/29";"1,74635";"21920998546";"0";"-21787911,91";"-0,1%";"2,41%";"2,12%";"7,95%";"12,37%";"10,89%";""
"2011/08/26";"1,746314";"21942334120";"0";"-18560023,91";"-0,08%";"2,43%";"2,2%";"8,12%";"12,36%";"10,9%";""
"2011/08/25";"1,74603";"21957322682";"0";"-6601544,83";"-0,03%";"2,42%";"2,19%";"7,98%";"12,3%";"10,9%";""
"2011/08/24";"1,748247";"21991812648";"0";"-72229787,19";"-0,33%";"2,61%";"2,32%";"8,12%";"12,29%";"10,93%";""
"2011/08/23";"1,746985";"22048115154";"0";"-2790198,98";"-0,01%";"2,55%";"1,99%";"8,35%";"12,26%";"10,92%";""
"2011/08/22";"1,74653";"22045162223";"0";"-35401367,81";"-0,16%";"2,51%";"1,9%";"8,32%";"12,25%";"10,92%";""
"2011/08/19";"1,743543";"22042800344";"0";"39036032,12";"0,18%";"2,35%";"2,23%";"8,14%";"12,18%";"10,88%";""
"2011/08/18";"1,741299";"21975444708";"0";"-40329719,48";"-0,18%";"2,22%";"2,1%";"7,91%";"12,12%";"10,85%";""
"2011/08/17";"1,738229";"21976959481";"0";"1792934,67";"0,01%";"2,02%";"1,92%";"7,52%";"12,09%";"10,81%";""
"2011/08/16";"1,736762";"21956620331";"0";"-96841807,62";"-0,44%";"1,9%";"1,79%";"7,56%";"12,06%";"10,8%";""
"2011/08/15";"1,7326";"22000612923";"0";"4634434,06";"0,02%";"1,3%";"1,64%";"7,24%";"11,97%";"10,75%";""
"2011/08/12";"1,730671";"21971489142";"0";"-84316680,08";"-0,38%";"1,09%";"1,45%";"6,98%";"12,02%";"10,73%";""
"2011/08/11";"1,735106";"22112325807";"0";"-50415592,24";"-0,23%";"1,35%";"1,71%";"7,13%";"12,15%";"10,78%";""
"2011/08/10";"1,731402";"22115429711";"0";"-75804281,79";"-0,34%";"0,84%";"1,49%";"7,48%";"11,99%";"10,73%";""
"2011/08/09";"1,730721";"22182505673";"0";"10867812,35";"0,05%";"0,83%";"1,46%";"7,22%";"11,98%";"10,74%";""
"2011/08/08";"1,730987";"22175045490";"0";"-108054782,15";"-0,49%";"0,67%";"1,3%";"7,54%";"11,98%";"10,74%";""
"2011/08/05";"1,730058";"22271141199";"0";"-21917056,72";"-0,1%";"0,56%";"1,38%";"7,25%";"12,25%";"10,74%";""
"2011/08/04";"1,730706";"22301408208";"0";"-7648157,12";"-0,03%";"0,59%";"1,42%";"7,31%";"12,24%";"10,75%";""
"2011/08/03";"1,732091";"22326909220";"0";"-8326170,2";"-0,04%";"0,41%";"1,5%";"7,51%";"12,28%";"10,78%";""
"2011/08/02";"1,729144";"22297233958";"0";"-14275100,41";"-0,06%";"0,22%";"1,26%";"7,4%";"12,22%";"10,74%";""
"2011/08/01";"1,724449";"22250928485";"0";"-4230989,51";"-0,02%";"-0,04%";"0,87%";"7,49%";"12,12%";"10,69%";""
"2011/07/29";"1,724135";"22251107096";"0";"-26933951,57";"-0,12%";"-0,28%";"1,01%";"7,36%";"12,16%";"10,68%";""
"2011/07/28";"1,721764";"22247404679";"0";"-30721768,16";"-0,14%";"-0,42%";"0,87%";"6,89%";"12,06%";"10,65%";""
"2011/07/27";"1,721786";"22278411108";"0";"46049715,66";"0,21%";"-0,3%";"0,87%";"6,89%";"11,99%";"10,66%";""
"2011/07/26";"1,724926";"22272906277";"0";"-1105346,69";"-0%";"-0,15%";"0,91%";"7,18%";"12,06%";"10,69%";""
"2011/07/25";"1,726247";"22291069729";"0";"7216746,52";"0,03%";"0,1%";"1,13%";"7,59%";"12,08%";"10,71%";""
"2011/07/22";"1,727025";"22293896063";"0";"-625936675,13";"-2,81%";"0,19%";"1,43%";"7,72%";"12,19%";"10,72%";""
"2011/07/21";"1,724887";"22891458741";"0";"-31821452,35";"-0,14%";"0,06%";"1,3%";"7,59%";"12,13%";"10,69%";""
"2011/07/20";"1,719644";"22853602146";"0";"6081716,24";"0,03%";"-0,23%";"1%";"6,29%";"12,04%";"10,63%";""
"2011/07/19";"1,71989";"22850788833";"0";"7833118,84";"0,03%";"0,09%";"0,98%";"6,61%";"12,04%";"10,64%";""
"2011/07/18";"1,71845";"22823830156";"0";"-27518914,82";"-0,12%";"0,2%";"0,94%";"6,32%";"12,01%";"10,63%";""
"2011/07/15";"1,717477";"22838410456";"0";"7082445,26";"0,03%";"0,01%";"1,13%";"5,64%";"12,46%";"10,63%";""
"2011/07/14";"1,718137";"22840101739";"0";"-514509999,42";"-2,25%";"0,05%";"1,16%";"5,44%";"12,44%";"10,64%";""
"2011/07/13";"1,717185";"23341671216";"0";"-34443357,07";"-0,15%";"0,18%";"1,11%";"5,4%";"12,46%";"10,63%";""
"2011/07/12";"1,714465";"23339087094";"0";"43146,28";"0%";"0,02%";"0,99%";"5,8%";"12,4%";"10,59%";""
"2011/07/11";"1,713835";"23330467746";"0";"-73569672,95";"-0,32%";"-0,09%";"1%";"5,72%";"12,39%";"10,58%";""
"2011/07/08";"1,717286";"23451164087";"0";"-2990478,66";"-0,01%";"-0,24%";"1,55%";"6,05%";"12,73%";"10,67%";""
"2011/07/07";"1,716908";"23448991960";"0";"11088998,07";"0,05%";"-0,27%";"1,53%";"6,05%";"12,79%";"10,66%";""
"2011/07/06";"1,714665";"23407283257";"0";"-30716845,7";"-0,13%";"-0,43%";"1,39%";"6%";"12,78%";"10,64%";""
"2011/07/05";"1,714955";"23441964154";"0";"-18587657,72";"-0,08%";"-0,33%";"1,24%";"6,12%";"12,78%";"10,66%";""
"2011/07/04";"1,716414";"23480510904";"0";"-150929579,74";"-0,64%";"-0,22%";"1,37%";"6,24%";"12,82%";"10,69%";""
"2011/07/01";"1,716411";"23631399180";"0";"6867443,76";"0,03%";"-0,24%";"1,37%";"6,14%";"12,9%";"10,69%";""
"2011/06/30";"1,713401";"23583102358";"0";"-17391647";"-0,07%";"-0,41%";"1,19%";"6,03%";"12,9%";"10,66%";""
"2011/06/29";"1,712013";"23581375605";"0";"-18386152,85";"-0,08%";"-0,39%";"1,11%";"5,93%";"13,02%";"10,65%";""
"2011/06/28";"1,711099";"23587162448";"0";"-24679222,04";"-0,1%";"-0,47%";"1,04%";"5,93%";"13%";"10,67%";""
"2011/06/27";"1,710156";"23598829000";"0";"-19369158,9";"-0,08%";"-0,41%";"0,97%";"5,91%";"12,98%";"10,71%";""
"2011/06/24";"1,709888";"23614496931";"0";"384115,34";"0%";"-0,22%";"0,91%";"6,26%";"12,87%";"10,74%";""
"2011/06/23";"1,713003";"23657131985";"0";"-13861706,43";"-0,06%";"-0,03%";"1,09%";"6,42%";"12,96%";"10,78%";""
"2011/06/22";"1,710772";"23640164798";"0";"34160728,91";"0,14%";"-0,05%";"0,96%";"6,11%";"12,93%";"10,76%";""
"2011/06/21";"1,710661";"23604472441";"0";"32682600,18";"0,14%";"0,26%";"0,95%";"5,82%";"12,93%";"10,75%";""
"2011/06/20";"1,710754";"23573071320";"0";"3705061,5";"0,02%";"0,38%";"0,97%";"5,81%";"12,93%";"10,78%";""
"2011/06/17";"1,711134";"23574601587";"0";"20232934,74";"0,09%";"0,6%";"1,35%";"5,9%";"13,06%";"10,81%";""
"2011/06/16";"1,710681";"23548132946";"0";"20012269,5";"0,08%";"0,58%";"1,32%";"6%";"13,07%";"10,81%";""
"2011/06/15";"1,710113";"23520308599";"0";"-22709249,41";"-0,1%";"0,45%";"1,29%";"5,97%";"13,04%";"10,76%";""
"2011/06/14";"1,711991";"23568872156";"0";"9361009,75";"0,04%";"0,45%";"1,42%";"6,51%";"13,08%";"10,86%";""
"2011/06/10";"1,710061";"23532951511";"0";"-31332321,17";"-0,13%";"0,3%";"1,39%";"6,89%";"12,97%";"10,84%";""
"2011/06/09";"1,71022";"23566474819";"0";"47346038,14";"0,2%";"0,31%";"1,4%";"6,93%";"12,98%";"10,84%";""
"2011/06/08";"1,709587";"23510423697";"0";"7406791,4";"0,03%";"0,25%";"1,36%";"6,81%";"13,02%";"10,83%";""
"2011/06/07";"1,709492";"23501710867";"0";"30628239,25";"0,13%";"0,25%";"1,49%";"6,91%";"13,02%";"10,83%";""
"2011/06/06";"1,711196";"23494478306";"0";"-8160278,95";"-0,03%";"0,17%";"1,71%";"7,42%";"13,05%";"10,86%";""
"2011/06/03";"1,7091";"23473850807";"0";"51927419,43";"0,22%";"-0,08%";"1,72%";"6,68%";"12,62%";"10,84%";""
"2011/06/02";"1,706536";"23386785706";"0";"-50853626,93";"-0,22%";"-0,23%";"1,57%";"6,8%";"12,59%";"10,81%";""
"2011/06/01";"1,705891";"23428780875";"0";"-71962611,86";"-0,31%";"-0,42%";"1,53%";"6,78%";"12,39%";"10,8%";""
"2011/05/31";"1,705212";"23491389428";"0";"-14253972,31";"-0,06%";"-0,28%";"1,5%";"6,23%";"12,37%";"10,81%";""
"2011/05/30";"1,705283";"23506622106";"0";"200337979,27";"0,85%";"-0,2%";"1,88%";"6,31%";"12,37%";"10,81%";""
"2011/05/27";"1,704853";"23300407271";"0";"22810463,28";"0,1%";"-0,22%";"2,28%";"6,12%";"12,5%";"10,81%";""
"2011/05/26";"1,703846";"23263847505";"0";"39588249,29";"0,17%";"-0,28%";"2,22%";"6,6%";"12,42%";"10,8%";""
"2011/05/25";"1,70356";"23220360935";"0";"77089736,6";"0,33%";"-0,54%";"2,21%";"6,54%";"12,54%";"10,8%";""
"2011/05/24";"1,703796";"23146477315";"0";"58295684,15";"0,25%";"-0,59%";"1,95%";"6,21%";"12,54%";"10,81%";""
"2011/05/23";"1,70364";"23086067671";"0";"17626311,81";"0,08%";"-0,42%";"1,96%";"6,2%";"12,54%";"10,81%";""
"2011/05/20";"1,703482";"23066301932";"0";"64546809,64";"0,28%";"-0,12%";"1,98%";"6,3%";"12,6%";"10,82%";""
"2011/05/19";"1,703841";"23006602623";"0";"73750060,3";"0,32%";"-0,1%";"2%";"6,32%";"12,65%";"10,82%";""
"2011/05/18";"1,704319";"22939286205";"0";"281582608,66";"1,23%";"-0,11%";"2,03%";"6,17%";"12,8%";"10,82%";""
"2011/05/17";"1,710336";"22737695313";"0";"-12767403,86";"-0,06%";"0,33%";"2,39%";"6,19%";"12,93%";"10,9%";""
"2011/05/16";"1,710111";"22747469823";"0";"54834953,99";"0,24%";"0,26%";"2,78%";"6,53%";"12,92%";"10,89%";""
"2011/05/13";"1,711967";"22717263405";"0";"36808510,62";"0,16%";"0,35%";"2,59%";"6,74%";"12,93%";"10,93%";""
"2011/05/12";"1,71704";"22747662935";"0";"51153622,31";"0,22%";"0,65%";"2,9%";"7,12%";"13,08%";"11%";""
"2011/05/11";"1,716435";"22688512185";"0";"66486853,25";"0,29%";"0,62%";"2,86%";"7,2%";"13,07%";"11,01%";""
"2011/05/10";"1,719409";"22661221633";"0";"5357613,37";"0,02%";"0,63%";"2,69%";"7,46%";"13,13%";"11,05%";""
"2011/05/09";"1,720117";"22665193011";"0";"39590423,49";"0,17%";"0,61%";"2,63%";"7,62%";"13,15%";"11,06%";""
"2011/05/06";"1,720491";"22630522006";"0";"30409455,35";"0,13%";"0,82%";"2,67%";"7,52%";"13,06%";"11,08%";""
"2011/05/05";"1,725057";"22660090844";"0";"83674171,53";"0,37%";"1,09%";"2,95%";"8,66%";"13,18%";"11,14%";""
"2011/05/04";"1,725296";"22579544548";"0";"-1358124073,06";"-6,01%";"1,03%";"2,96%";"9,16%";"13,27%";"11,14%";""
"2011/05/03";"1,725154";"23935698438";"0";"13536795,55";"0,06%";"0,91%";"2,98%";"9,45%";"13,27%";"11,16%";""
"2011/05/02";"1,727409";"23953431010";"0";"62638593,31";"0,26%";"1,05%";"3,57%";"9,59%";"13,32%";"11,19%";""
"2011/04/29";"1,729054";"23913543458";"0";"142954808,1";"0,6%";"1,3%";"4%";"9,57%";"13,33%";"11,22%";""
"2011/04/28";"1,726924";"23741305959";"0";"156697818,62";"0,66%";"1,17%";"3,87%";"9,42%";"13,35%";"11,19%";""
"2011/04/27";"1,727563";"23593334966";"0";"77408842,44";"0,33%";"1,07%";"3,91%";"9,02%";"13,41%";"11,19%";""
"2011/04/26";"1,724519";"23474490599";"0";"146457234,36";"0,62%";"1,03%";"3,75%";"8,4%";"13,34%";"11,15%";""
"2011/04/22";"1,723834";"23318767185";"0";"102647070,8";"0,44%";"1,24%";"3,74%";"8,63%";"13,29%";"11,16%";""
"2011/04/21";"1,723632";"23213399634";"0";"105980516,92";"0,46%";"1,23%";"3,72%";"8,64%";"13,32%";"11,16%";""
"2011/04/20";"1,718286";"23035749374";"0";"54351084,3";"0,24%";"0,89%";"3,4%";"8,29%";"13,24%";"11,09%";""
"2011/04/19";"1,714983";"22937221966";"0";"97982838,86";"0,43%";"0,74%";"3,34%";"8,4%";"13,17%";"11,04%";""
"2011/04/18";"1,714769";"22836389188";"0";"100215104,38";"0,44%";"0,68%";"3,37%";"8,4%";"13,16%";"11,04%";""
"2011/04/15";"1,717358";"22770501713";"0";"69537847,54";"0,31%";"1,12%";"3,59%";"8,4%";"13,22%";"11,08%";""
"2011/04/13";"1,714085";"22657699587";"0";"27177817,79";"0,12%";"0,97%";"3,4%";"8,47%";"13,17%";"11,04%";""
"2011/04/12";"1,715438";"22648385000";"0";"627521561,62";"2,77%";"1,1%";"3,54%";"8,65%";"13,2%";"11,06%";""
"2011/04/11";"1,719478";"22072724414";"0";"9888825,19";"0,04%";"1,52%";"3,79%";"9,15%";"13,28%";"11,12%";""
"2011/04/08";"1,72147";"22088395188";"0";"42104863,34";"0,19%";"1,8%";"4,27%";"9,12%";"13,41%";"11,16%";""
"2011/04/07";"1,722004";"22053129084";"0";"210063149,38";"0,95%";"1,83%";"4,3%";"9,15%";"13,48%";"11,17%";""
"2011/04/06";"1,720603";"21825294701";"0";"140282602,57";"0,64%";"1,58%";"4,22%";"9,24%";"13,6%";"11,15%";""
"2011/04/05";"1,720198";"21679907824";"0";"-10888179,06";"-0,05%";"1,59%";"4,3%";"9,31%";"13,6%";"11,15%";""
"2011/04/04";"1,720687";"21696962037";"0";"27534831,06";"0,13%";"1,54%";"4,35%";"9,34%";"13,61%";"11,16%";""
"2011/04/01";"1,720472";"21666719609";"0";"42152883,41";"0,19%";"1,61%";"4,62%";"9,45%";"13,72%";"11,17%";""
"2011/03/31";"1,718655";"21601728901";"0";"13245777,11";"0,06%";"1,51%";"4,51%";"9,52%";"13,68%";"11,15%";""
"2011/03/30";"1,719245";"21595894271";"0";"-516586206,05";"-2,39%";"1,52%";"4,55%";"9,63%";"13,6%";"11,16%";""
"2011/03/29";"1,71718";"22085920986";"0";"45553705,02";"0,21%";"1,38%";"4,48%";"9,55%";"13,55%";"11,13%";""
"2011/03/28";"1,710719";"21957438984";"0";"-1687699,58";"-0,01%";"1,04%";"3,92%";"9,14%";"13,41%";"11,05%";""
"2011/03/25";"1,713574";"21995774027";"0";"51987386,48";"0,24%";"1,13%";"4,35%";"9,43%";"13,4%";"11,08%";""
"2011/03/24";"1,711588";"21918354205";"0";"51308195,85";"0,23%";"1,01%";"4,23%";"9,39%";"13,45%";"11,05%";""
"2011/03/23";"1,706157";"21797660195";"0";"77790448,67";"0,36%";"0,69%";"3,9%";"9,21%";"13,33%";"10,98%";""
"2011/03/22";"1,704207";"21695045685";"0";"85371199,58";"0,39%";"0,58%";"3,78%";"9,28%";"13,29%";"10,97%";""
"2011/03/21";"1,70513";"21621378304";"0";"59431177,47";"0,27%";"0,74%";"3,84%";"9,2%";"13,31%";"10,97%";""
"2011/03/18";"1,700847";"21507787139";"0";"241060912,71";"1,12%";"0,74%";"3,84%";"8,83%";"13,22%";"10,96%";""
"2011/03/17";"1,702465";"21286957066";"0";"67727095,35";"0,32%";"0,84%";"3,94%";"9,12%";"13,3%";"10,98%";""
"2011/03/16";"1,704242";"21241378192";"0";"54809167,26";"0,26%";"0,96%";"4,05%";"9,47%";"13,34%";"11,02%";""
"2011/03/11";"1,705019";"21196228430";"0";"74342648,75";"0,35%";"1,09%";"4,47%";"9,59%";"13,37%";"11,03%";""
"2011/03/10";"1,705324";"21125664141";"0";"72146850,85";"0,34%";"1,11%";"4,49%";"9,66%";"13,34%";"11,04%";""
"2011/03/09";"1,705242";"21052504938";"0";"86653006,51";"0,41%";"1,24%";"4,49%";"9,88%";"13,39%";"11,02%";""
"2011/03/08";"1,708368";"21004285921";"0";"170531943,66";"0,81%";"1,54%";"4,83%";"10,17%";"13,46%";"11,08%";""
"2011/03/07";"1,710196";"20856046658";"0";"294726571,43";"1,41%";"1,77%";"5,07%";"10,38%";"13,5%";"11,12%";""
"2011/03/04";"1,710404";"20563820826";"0";"221440946,15";"1,08%";"1,8%";"5,05%";"10,75%";"13,45%";"11,11%";""
"2011/03/03";"1,713059";"20373956641";"0";"143269113,87";"0,7%";"1,95%";"5,21%";"11,01%";"13,58%";"11,14%";""
"2011/03/02";"1,710013";"20194715226";"0";"115722024,29";"0,57%";"1,78%";"5,02%";"10,87%";"13,52%";"11,1%";""
"2011/03/01";"1,708706";"20063646392";"0";"59131849,24";"0,29%";"2,09%";"5,26%";"10,97%";"13,49%";"11,09%";""
"2011/02/28";"1,708093";"19997337903";"0";"81944609,59";"0,41%";"2,58%";"5,4%";"11,09%";"13,49%";"11,04%";""
"2011/02/25";"1,708639";"19921759343";"0";"104775085,46";"0,53%";"2,51%";"5,62%";"11,19%";"13,51%";"11,07%";""
"2011/02/24";"1,712871";"19866067462";"0";"160452262,34";"0,81%";"2,77%";"5,88%";"11,27%";"13,66%";"11,13%";""
"2011/02/23";"1,713885";"19717280698";"0";"139735777,81";"0,71%";"2,56%";"5,94%";"11,38%";"13,68%";"11,14%";""
"2011/02/22";"1,710741";"19541631308";"0";"139129433,07";"0,71%";"2,38%";"5,92%";"11%";"13,61%";"11,11%";""
"2011/02/21";"1,705693";"19345249591";"0";"72753141,32";"0,38%";"2,47%";"5,49%";"10,62%";"13,47%";"11,06%";""
"2011/02/18";"1,705543";"19270801611";"0";"174915816,13";"0,91%";"2,1%";"5,78%";"10,7%";"13,43%";"11,07%";""
"2011/02/17";"1,706156";"19102749168";"0";"93700316,49";"0,49%";"2,14%";"5,82%";"10,88%";"13,45%";"11,07%";""
"2011/02/16";"1,704696";"18992782337";"0";"162214047,38";"0,85%";"2,05%";"5,73%";"10,88%";"13,42%";"11,06%";""
"2011/02/15";"1,705611";"18840675646";"0";"567772891,73";"3,01%";"2,51%";"5,79%";"11,16%";"13,44%";"11,07%";""
"2011/02/14";"1,706532";"18282769801";"0";"76768790,32";"0,42%";"2,64%";"5,75%";"11,22%";"13,47%";"11,09%";""
"2011/02/11";"1,705924";"18199514611";"0";"161141612,46";"0,89%";"2,23%";"5,59%";"11,2%";"13,46%";"11,08%";""
"2011/02/10";"1,705811";"18037178141";"0";"49182404,44";"0,27%";"2,22%";"5,58%";"10,99%";"13,45%";"11,08%";""
"2011/02/09";"1,708692";"18018376251";"0";"76468906,11";"0,42%";"2,05%";"5,76%";"11,18%";"13,51%";"11,13%";""
"2011/02/08";"1,709742";"17952932739";"0";"66865796,29";"0,37%";"2,01%";"5,69%";"11,18%";"13,54%";"11,15%";""
"2011/02/07";"1,708813";"17876348426";"0";"26546399,61";"0,15%";"2,04%";"5,5%";"11,01%";"13,52%";"11,14%";""
"2011/02/04";"1,706478";"17825411243";"0";"153982768,33";"0,86%";"1,84%";"6,02%";"10,83%";"13,42%";"11,13%";""
"2011/02/03";"1,707691";"17683989693";"0";"258127310,67";"1,46%";"1,91%";"6,09%";"10,59%";"13,43%";"11,14%";""
"2011/02/01";"1,709537";"17444699597";"0";"141122779,95";"0,81%";"2,5%";"5,98%";"10,98%";"13,48%";"11,18%";""
"2011/01/31";"1,705243";"17260113845";"0";"158722202,68";"0,92%";"2,36%";"5,73%";"10,93%";"13,41%";"11,13%";""
"2011/01/28";"1,706941";"17118420396";"0";"29400815,89";"0,17%";"2,67%";"6,4%";"11,01%";"13,51%";"11,16%";""
"2011/01/27";"1,709354";"17113177301";"0";"5586524,66";"0,03%";"2,81%";"6,55%";"11,15%";"13,62%";"11,19%";""
"2011/01/26";"1,706979";"17083821254";"0";"39805122,09";"0,23%";"2,69%";"6,41%";"10,95%";"13,56%";"11,16%";""
"2011/01/25";"1,704597";"17020232098";"0";"84351923,48";"0,5%";"2,57%";"6,14%";"10,84%";"13,51%";"11,13%";""
"2011/01/24";"1,702379";"16913843422";"0";"83362029,25";"0,49%";"2,41%";"5,68%";"10,72%";"13,42%";"11,1%";""
"2011/01/21";"1,702672";"16833378122";"0";"45190405,08";"0,27%";"2,46%";"6,12%";"11,12%";"13,62%";"11,11%";""
"2011/01/20";"1,703177";"16793166970";"0";"80438479,73";"0,48%";"2,49%";"6,15%";"11,12%";"13,64%";"11,12%";""
"2011/01/19";"1,702456";"16705653549";"0";"54759120,09";"0,33%";"2,58%";"6,1%";"10,99%";"13,62%";"11,11%";""
"2011/01/18";"1,703114";"16657330007";"0";"57222862,31";"0,34%";"2,66%";"6,23%";"11,13%";"13,64%";"11,12%";""
"2011/01/17";"1,699035";"16560349479";"0";"74347672,33";"0,45%";"2,64%";"5,98%";"10,88%";"13,49%";"10,99%";""
"2011/01/14";"1,698358";"16479432770";"0";"121053685,06";"0,73%";"2,45%";"5,07%";"10,6%";"13,64%";"10,98%";""
"2011/01/13";"1,697687";"16351916094";"0";"116425151,68";"0,71%";"2,41%";"5,03%";"10,68%";"13,62%";"10,97%";""
"2011/01/12";"1,696854";"16227524713";"0";"110465393,41";"0,68%";"2,41%";"4,98%";"10,67%";"13,6%";"10,95%";""
"2011/01/11";"1,693777";"16087833357";"0";"88921090,65";"0,55%";"2,23%";"4,19%";"10,3%";"13,53%";"10,89%";""
"2011/01/10";"1,690607";"15968969392";"0";"150877788,16";"0,94%";"2,34%";"3,75%";"10,29%";"13,47%";"10,84%";""
"2011/01/07";"1,691091";"15822620129";"0";"57587150,1";"0,36%";"2,43%";"4,32%";"10,59%";"13,51%";"10,89%";""
"2011/01/06";"1,693883";"15791061130";"0";"39063154,6";"0,25%";"2,6%";"4,49%";"11,14%";"13,59%";"10,92%";""
"2011/01/05";"1,693286";"15746446268";"0";"65307520,64";"0,41%";"2,67%";"4,45%";"11,14%";"13,58%";"10,95%";""
"2011/01/04";"1,694517";"15692538760";"0";"150033176,95";"0,96%";"2,76%";"4,64%";"11,38%";"13,61%";"10,97%";""
"2010/12/31";"1,693172";"15530168929";"0";"38459631,7";"0,25%";"2,96%";"4,8%";"11,54%";"13,55%";"10,97%";""
"2010/12/30";"1,693499";"15494701190";"0";"35222766,36";"0,23%";"2,98%";"4,82%";"11,51%";"13,56%";"10,97%";""
"2010/12/29";"1,69378";"15462043594";"0";"107037260,04";"0,69%";"3,05%";"4,84%";"11,6%";"13,57%";"10,97%";""
"2010/12/28";"1,693046";"15348352238";"0";"159157842,03";"1,04%";"2,84%";"4,69%";"11,54%";"13,55%";"10,97%";""
"2010/12/23";"1,694493";"15202176184";"0";"44362989,74";"0,29%";"3,19%";"4,94%";"11,71%";"13,59%";"10,99%";""
"2010/12/22";"1,694374";"15156748699";"0";"153885968,93";"1,02%";"3,18%";"4,93%";"11,76%";"13,59%";"10,99%";""
"2010/12/21";"1,692684";"14987898597";"0";"43690909,49";"0,29%";"3,08%";"5,19%";"11,68%";"13,55%";"10,98%";""
"2010/12/20";"1,68974";"14918215980";"0";"94148027,82";"0,63%";"2,83%";"4,98%";"11,53%";"13,5%";"10,94%";""
"2010/12/17";"1,688311";"14811531353";"0";"90858914,88";"0,61%";"3,07%";"4,43%";"11,42%";"13,46%";"10,94%";""
"2010/12/16";"1,688094";"14718780378";"0";"31152666";"0,21%";"3,06%";"4,41%";"11,27%";"13,44%";"10,93%";""
"2010/12/15";"1,685524";"14665266870";"0";"64772026,62";"0,44%";"2,83%";"4,25%";"11,22%";"13,38%";"10,9%";""
"2010/12/14";"1,686643";"14610187944";"0";"81799754,89";"0,56%";"3,09%";"4,38%";"11,18%";"13,4%";"10,92%";""
"2010/12/13";"1,686634";"14528310665";"0";"71602915,78";"0,49%";"3,09%";"4,51%";"11,18%";"13,43%";"10,92%";""
"2010/12/10";"1,686669";"14457007746";"0";"68674519,78";"0,48%";"3,35%";"5,26%";"11,22%";"13,44%";"10,93%";""
"2010/12/09";"1,684361";"14368644554";"0";"70392958,18";"0,49%";"3,21%";"5,11%";"11,12%";"13,4%";"10,9%";""
"2010/12/08";"1,682477";"14282258643";"0";"69990358,25";"0,49%";"3,24%";"5%";"10,97%";"13,36%";"10,87%";""
"2010/12/07";"1,680525";"14195779294";"0";"45464449,47";"0,32%";"3,24%";"5,05%";"10,76%";"13,31%";"10,84%";""
"2010/12/06";"1,679854";"14144664907";"0";"71058413,92";"0,5%";"3,39%";"5,03%";"10,71%";"13,29%";"10,84%";""
"2010/12/03";"1,68023";"14076756574";"0";"56960600,16";"0,4%";"3,19%";"5,48%";"10,5%";"13,32%";"10,86%";""
"2010/12/02";"1,680068";"14018444250";"0";"52913938,7";"0,38%";"3,18%";"5,47%";"10,51%";"13,31%";"10,86%";""
"2010/12/01";"1,673759";"13913086880";"0";"50320277,7";"0,36%";"3,11%";"5,07%";"10,12%";"13,17%";"10,78%";""
"2010/11/30";"1,665177";"13791686917";"0";"35239044,66";"0,26%";"2,75%";"3,94%";"9,58%";"12,98%";"10,67%";""
"2010/11/29";"1,668374";"13782859097";"0";"110260915,26";"0,8%";"3,2%";"4,41%";"9,91%";"13,03%";"10,71%";""
"2010/11/26";"1,666782";"13659551481";"0";"131583166,04";"0,96%";"3,03%";"3,91%";"9,65%";"12,85%";"10,71%";""
"2010/11/25";"1,671136";"13563306334";"0";"81204566,03";"0,6%";"3,3%";"4,18%";"9,88%";"13,09%";"10,76%";""
"2010/11/24";"1,670892";"13480133267";"0";"84100310,49";"0,62%";"3,45%";"4,17%";"10%";"13,08%";"10,77%";""
