"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2013/05/08";"2,714382";"1884268283";"";"2852542,1";"0,15%";"5,98%";"10,2%";"21,33%";"10,53%";"11,35%";"8,15%"
"2013/05/07";"2,709312";"1877901579";"";"6765647,93";"0,36%";"5,82%";"9,6%";"20,92%";"10,46%";"11,32%";"8,14%"
"2013/05/06";"2,708227";"1870386596";"";"391477,93";"0,02%";"5,87%";"9,69%";"20,79%";"9,87%";"11,38%";"8,14%"
"2013/05/03";"2,712033";"1872623111";"";"2058146,23";"0,11%";"5,86%";"10,31%";"20,99%";"8,94%";"11,36%";"8,17%"
"2013/05/02";"2,694958";"1858787860";"";"2577936,11";"0,14%";"5,2%";"9,62%";"20,38%";"8,85%";"11,22%";"8,1%"
"2013/04/30";"2,687828";"1851298984";"";"-6057558,32";"-0,33%";"5,19%";"9,47%";"20,22%";"8,76%";"11,16%";"8,07%"
"2013/04/29";"2,676688";"1849658523";"";"-44006,63";"-0%";"4,86%";"9,52%";"19,72%";"8,7%";"11,06%";"8,04%"
"2013/04/26";"2,672072";"1846512682";"";"345468,75";"0,02%";"4,76%";"8,58%";"19,61%";"8,3%";"11,07%";"8,03%"
"2013/04/25";"2,682636";"1853466010";"";"499581,14";"0,03%";"5,17%";"8,56%";"20,08%";"8,61%";"11,16%";"8,07%"
"2013/04/24";"2,683307";"1853429906";"";"4999747,32";"0,27%";"4,87%";"8,52%";"22,8%";"8,61%";"11,11%";"8,08%"
"2013/04/23";"2,682955";"1848187679";"";"-73609562,93";"-3,98%";"5,03%";"8,82%";"22,81%";"8,61%";"11,1%";"8,09%"
"2013/04/22";"2,668246";"1911261204";"";"343735,07";"0,02%";"4,45%";"8,22%";"22,02%";"8,37%";"10,97%";"8,03%"
"2013/04/19";"2,670742";"1912705029";"";"1094086,57";"0,06%";"4,48%";"8,33%";"22,16%";"8,46%";"11,1%";"8,05%"
"2013/04/18";"2,665184";"1907632747";"";"1253826,82";"0,07%";"4,27%";"8,04%";"22,14%";"8,32%";"11,05%";"8,02%"
"2013/04/17";"2,65744";"1900839716";"";"598962,98";"0,03%";"3,79%";"8,35%";"21,91%";"8,21%";"11%";"8%"
"2013/04/16";"2,659629";"1901806029";"";"10621109,29";"0,56%";"3,9%";"7,85%";"22,12%";"8,24%";"10,95%";"8,02%"
"2013/04/15";"2,656476";"1888942913";"";"8993463,83";"0,48%";"3,7%";"8,53%";"21,94%";"8,22%";"10,93%";"7,99%"
"2013/04/12";"2,64987";"1875274479";"";"3917437,67";"0,21%";"3,87%";"8,65%";"21,35%";"8,51%";"10,9%";"7,96%"
"2013/04/11";"2,646112";"1868703115";"";"16841,56";"0%";"3,73%";"9,11%";"21,48%";"8,68%";"10,87%";"7,95%"
"2013/04/10";"2,64339";"1866763995";"";"80403,24";"0%";"3,21%";"9,37%";"21,64%";"8,64%";"10,92%";"7,95%"
"2013/04/09";"2,643227";"1866568486";"";"6739355,31";"0,36%";"3,44%";"9,42%";"21,64%";"8,64%";"10,93%";"7,96%"
"2013/04/08";"2,63967";"1857326352";"";"2982962,11";"0,16%";"3,4%";"9,3%";"21,48%";"8,6%";"10,91%";"7,96%"
"2013/04/05";"2,623949";"1843299535";"";"11067339,82";"0,6%";"3,41%";"9,13%";"20,75%";"8,39%";"10,97%";"7,91%"
"2013/04/04";"2,625422";"1833260751";"";"-352285,59";"-0,02%";"3,47%";"9,41%";"20,83%";"8,41%";"10,98%";"7,91%"
"2013/04/03";"2,611115";"1823620928";"";"2491812,53";"0,14%";"1,78%";"8,9%";"19,81%";"8,21%";"10,85%";"7,86%"
"2013/04/02";"2,600921";"1814019283";"";"-9382735,92";"-0,52%";"1,8%";"8,2%";"19,49%";"8,07%";"10,78%";"7,82%"
"2013/03/27";"2,599592";"1822470310";"";"4297058,22";"0,24%";"1,97%";"8,26%";"19,32%";"8,42%";"10,69%";"7,82%"
"2013/03/26";"2,593224";"1813719427";"";"1333400,76";"0,07%";"1,97%";"7,95%";"19,42%";"8,33%";"10,65%";"7,8%"
"2013/03/25";"2,583883";"1805857667";"";"9234899,91";"0,51%";"1,6%";"7,6%";"18,79%";"8,25%";"10,47%";"7,76%"
"2013/03/22";"2,577941";"1792491182";"";"3966595,33";"0,22%";"1,37%";"7,71%";"18,43%";"8,54%";"10,42%";"7,74%"
"2013/03/21";"2,584825";"1793300570";"";"-4181714,87";"-0,23%";"1,64%";"8%";"18,57%";"8,62%";"10,48%";"7,77%"
"2013/03/20";"2,5827";"1796004564";"";"741115,44";"0,04%";"1,75%";"7,81%";"18,45%";"8,59%";"10,46%";"7,77%"
"2013/03/19";"2,582812";"1795341301";"";"5465048,45";"0,3%";"2,26%";"7,84%";"18,37%";"8,59%";"10,43%";"7,76%"
"2013/03/18";"2,580646";"1788375225";"";"5482073,83";"0,31%";"2,56%";"7,81%";"18,27%";"8,51%";"10,6%";"7,75%"
"2013/03/14";"2,583381";"1784782683";"";"-2246670,69";"-0,13%";"2,63%";"7,9%";"18,39%";"8,84%";"10,72%";"7,76%"
"2013/03/13";"2,58348";"1787097836";"";"6476251,13";"0,36%";"2,58%";"8,28%";"18,52%";"8,84%";"10,8%";"7,76%"
"2013/03/12";"2,586578";"1782756831";"";"-2849126,44";"-0,16%";"2,92%";"8,53%";"18,8%";"8,88%";"10,94%";"7,76%"
"2013/03/11";"2,584781";"1784365425";"";"2818596,55";"0,16%";"2,64%";"8,57%";"18,68%";"8,94%";"11,02%";"7,76%"
"2013/03/08";"2,593738";"1787720394";"";"-587196,39";"-0,03%";"4,01%";"9,6%";"19,15%";"9,23%";"11,24%";"7,81%"
"2013/03/07";"2,590768";"1786259861";"";"398777,2";"0,02%";"3,89%";"9,47%";"18,92%";"9,23%";"11,21%";"7,79%"
"2013/03/06";"2,592414";"1786995700";"";"11557493,18";"0,65%";"4,16%";"9,18%";"19,1%";"9,25%";"10,7%";"7,81%"
"2013/03/05";"2,589149";"1773202142";"";"3845993,2";"0,22%";"4,24%";"9,17%";"19,05%";"9,2%";"10,45%";"7,79%"
"2013/03/04";"2,593927";"1772621308";"";"-3268427,42";"-0,18%";"4,55%";"9,27%";"18,99%";"9,38%";"10,53%";"7,81%"
"2013/03/01";"2,599393";"1779631943";"";"-471358,42";"-0,03%";"4,92%";"9,62%";"18,99%";"9,63%";"10,53%";"7,85%"
"2013/02/28";"2,588801";"1772849741";"";"-4808876,08";"-0,27%";"4,79%";"9,72%";"19,6%";"9,62%";"10,08%";"7,8%"
"2013/02/27";"2,588618";"1777532956";"";"15456,38";"0%";"4,75%";"9,83%";"19,94%";"9,62%";"9,98%";"7,81%"
"2013/02/26";"2,587966";"1777069793";"";"390919,71";"0,02%";"4,82%";"9,82%";"19,64%";"9,61%";"10,09%";"7,81%"
"2013/02/25";"2,590747";"1778588073";"";"3558892,22";"0,2%";"4,8%";"9,94%";"19,76%";"9,7%";"10,04%";"7,82%"
"2013/02/22";"2,587851";"1773045010";"";"2391935,37";"0,13%";"4,75%";"9,98%";"19,92%";"9,83%";"10,17%";"7,79%"
"2013/02/21";"2,585844";"1769279850";"";"24041788,75";"1,36%";"4,75%";"9,85%";"18,9%";"9,85%";"10,14%";"7,78%"
"2013/02/20";"2,588913";"1747309391";"";"-111093,47";"-0,01%";"4,66%";"10,24%";"18,65%";"9,89%";"10,16%";"7,79%"
"2013/02/19";"2,594277";"1751040986";"";"-1021757,45";"-0,06%";"4,83%";"10,46%";"19,21%";"9,97%";"10,15%";"7,81%"
"2013/02/18";"2,580679";"1742879241";"";"-1381731,11";"-0,08%";"4,32%";"9,89%";"18,59%";"9,74%";"9,96%";"7,75%"
"2013/02/15";"2,575018";"1740434746";"";"-594868,29";"-0,03%";"4,03%";"9,76%";"17,92%";"9,8%";"9,89%";"7,74%"
"2013/02/14";"2,57504";"1741044489";"";"7669521,92";"0,44%";"4,02%";"9,85%";"18,98%";"9,82%";"9,87%";"7,74%"
"2013/02/13";"2,575854";"1733922907";"";"-5169465,96";"-0,3%";"4,29%";"9,76%";"18,8%";"9,83%";"9,88%";"7,75%"
"2013/02/12";"2,567631";"1733540600";"";"1846997,45";"0,11%";"3,91%";"9,45%";"19,15%";"9,71%";"9,84%";"7,73%"
"2013/02/11";"2,565301";"1730122175";"";"-6118586,59";"-0,35%";"3,99%";"9,35%";"19,04%";"9,7%";"9,85%";"7,74%"
"2013/02/08";"2,561133";"1733419786";"";"725472,32";"0,04%";"3,98%";"9,61%";"18,12%";"9,79%";"9,73%";"7,75%"
"2013/02/07";"2,560355";"1732167970";"";"4287948,91";"0,25%";"3,58%";"9,41%";"18,92%";"9,78%";"9,74%";"7,74%"
"2013/02/06";"2,558063";"1726333243";"";"3903606,7";"0,23%";"3,61%";"9,31%";"18,89%";"9,75%";"9,57%";"7,74%"
"2013/02/05";"2,561327";"1724627397";"";"1499322,22";"0,09%";"3,96%";"9,95%";"19,86%";"9,79%";"9,52%";"7,74%"
"2013/02/04";"2,564225";"1725077699";"";"3548764,96";"0,21%";"4,3%";"10,07%";"19,99%";"9,57%";"9,51%";"7,76%"
"2013/02/01";"2,561839";"1719927059";"";"61836,29";"0%";"4,2%";"9,95%";"20,88%";"9,62%";"9,5%";"7,76%"
"2013/01/31";"2,561043";"1719330836";"";"-1904923,48";"-0,11%";"4,17%";"10,02%";"21,08%";"9,63%";"9,48%";"7,75%"
"2013/01/30";"2,555161";"1717282562";"";"-42662,19";"-0%";"4,06%";"9,68%";"20,77%";"9,54%";"9,44%";"7,74%"
"2013/01/29";"2,552654";"1715640268";"";"-31248,06";"-0%";"4,44%";"9,85%";"20,21%";"9,51%";"9,42%";"7,74%"
"2013/01/28";"2,551395";"1714825326";"";"1224786,88";"0,07%";"3,67%";"9,8%";"20,15%";"9,53%";"9,4%";"7,74%"
"2013/01/25";"2,550641";"1713094128";"";"531359,01";"0,03%";"3,22%";"9,89%";"20,98%";"9,57%";"9,4%";"7,75%"
"2013/01/24";"2,55871";"1717980493";"";"-501325,74";"-0,03%";"3,48%";"9,5%";"22,1%";"9,72%";"9,51%";"7,78%"
"2013/01/23";"2,554447";"1715618701";"";"1222903,86";"0,07%";"3,61%";"9,26%";"22,49%";"9,66%";"9,51%";"7,76%"
"2013/01/22";"2,554566";"1714475663";"";"-209621";"-0,01%";"3,61%";"8,86%";"23,44%";"9,66%";"9,51%";"7,76%"
"2013/01/21";"2,559626";"1718081676";"";"5276641,53";"0,31%";"3,82%";"9,08%";"23,68%";"9,74%";"9,49%";"7,78%"
"2013/01/18";"2,556128";"1710464305";"";"3261889,71";"0,19%";"3,62%";"9,46%";"24,28%";"9,61%";"9,44%";"7,79%"
"2013/01/17";"2,560328";"1710007537";"";"2456296,29";"0,14%";"4,39%";"9,33%";"25,36%";"9,66%";"9,46%";"7,81%"
"2013/01/16";"2,559696";"1707129743";"";"-9645827,16";"-0,57%";"3,8%";"9,61%";"25,24%";"9,65%";"9,44%";"7,71%"
"2013/01/15";"2,56173";"1718139764";"";"827314,64";"0,05%";"4,66%";"10,76%";"24,81%";"9,68%";"9,44%";"7,85%"
"2013/01/14";"2,55747";"1714456664";"";"2105274,57";"0,12%";"4,86%";"10,58%";"24,61%";"9,65%";"9,4%";"7,84%"
"2013/01/11";"2,551028";"1708038155";"";"286167,65";"0,02%";"5,19%";"11,26%";"24,49%";"9,43%";"9,36%";"7,83%"
"2013/01/10";"2,561071";"1714475141";"";"-478523,95";"-0,03%";"5,96%";"11,79%";"26,01%";"9,78%";"9,46%";"7,87%"
"2013/01/09";"2,555369";"1711135471";"";"227716,06";"0,01%";"5,78%";"11,64%";"25,34%";"9,7%";"9,4%";"7,86%"
"2013/01/08";"2,552894";"1709250657";"";"17565006,38";"1,03%";"5,7%";"11,57%";"25,89%";"9,66%";"9,43%";"7,86%"
"2013/01/07";"2,5513";"1690629380";"";"3222312";"0,19%";"6,11%";"11,5%";"25,81%";"9,71%";"9,48%";"7,86%"
"2013/01/04";"2,537418";"1678225637";"";"-5017721,51";"-0,3%";"5,75%";"10,93%";"26,29%";"9,93%";"9,36%";"7,82%"
"2013/01/03";"2,565525";"1701888659";"";"-971137,69";"-0,06%";"7%";"12,4%";"26,49%";"10,49%";"9,6%";"7,94%"
"2013/01/02";"2,554875";"1695790890";"";"3784518,04";"0,22%";"6,29%";"12,46%";"24,92%";"10,34%";"9,51%";"7,89%"
"2012/12/28";"2,548886";"1688040062";"";"5975508,26";"0,35%";"6,2%";"12,32%";"22,99%";"10,15%";"9,49%";"7,9%"
"2012/12/27";"2,549341";"1682364818";"";"653332,55";"0,04%";"6,17%";"12,75%";"22,65%";"10,15%";"9,48%";"7,9%"
"2012/12/21";"2,543151";"1677628158";"";"1127083";"0,07%";"6,26%";"12,53%";"21,43%";"10,16%";"9,46%";"7,88%"
"2012/12/20";"2,538277";"1673288027";"";"-4795474,52";"-0,29%";"5,96%";"12,43%";"21,44%";"9,98%";"9,44%";"7,86%"
"2012/12/19";"2,525698";"1669767383";"";"-25168090,48";"-1,51%";"5,46%";"11,97%";"20,78%";"9,8%";"9,29%";"7,82%"
"2012/12/18";"2,516318";"1688640780";"";"-3440808,31";"-0,2%";"5,12%";"11,94%";"20,4%";"9,66%";"9,16%";"7,78%"
"2012/12/17";"2,518216";"1693357886";"";"6137501,25";"0,36%";"5,22%";"12,86%";"20,49%";"9,67%";"9,17%";"7,81%"
"2012/12/14";"2,517131";"1686493428";"";"3210698,11";"0,19%";"5,13%";"13,08%";"20,39%";"9,29%";"9,12%";"7,85%"
"2012/12/13";"2,518471";"1684178829";"";"6433876,57";"0,38%";"5,55%";"13,08%";"20,16%";"9,22%";"9,04%";"7,85%"
"2012/12/12";"2,513071";"1674147602";"";"1693858,75";"0,1%";"5,44%";"12,69%";"19,85%";"9,15%";"9%";"7,83%"
"2012/12/11";"2,518232";"1675888399";"";"6856563,75";"0,41%";"5,78%";"12,98%";"19,56%";"9,22%";"9,02%";"7,85%"
"2012/12/10";"2,505637";"1660684131";"";"945223,48";"0,06%";"5,36%";"12,2%";"18,96%";"9,04%";"8,92%";"7,78%"
"2012/12/07";"2,493854";"1651933825";"";"-988799,11";"-0,06%";"5,38%";"11,44%";"17,87%";"8,73%";"8,83%";"7,74%"
"2012/12/06";"2,488818";"1649584771";"";"-6588161,81";"-0,4%";"4,82%";"12,46%";"17,54%";"8,67%";"8,78%";"7,72%"
"2012/12/05";"2,48389";"1652893617";"";"5342622,26";"0,32%";"4,73%";"12,5%";"16,95%";"8,6%";"8,81%";"7,72%"
"2012/12/04";"2,481047";"1645665248";"";"4666944,58";"0,28%";"4,51%";"12,33%";"17,63%";"8,56%";"8,74%";"7,74%"
"2012/12/03";"2,480253";"1640473141";"";"148790,27";"0,01%";"4,48%";"12,74%";"17,59%";"8,57%";"8,71%";"7,74%"
"2012/11/30";"2,477443";"1638465947";"";"742420";"0,05%";"4,78%";"11,78%";"18,9%";"8,68%";"8,69%";"7,69%"
"2012/11/29";"2,47496";"1636082130";"";"4166538,26";"0,25%";"4,71%";"11,37%";"20,25%";"8,79%";"8,7%";"7,68%"
"2012/11/28";"2,47041";"1628915456";"";"-519846,62";"-0,03%";"4,7%";"11,23%";"19,07%";"8,72%";"8,71%";"7,63%"
"2012/11/27";"2,471218";"1629968244";"";"-19092699,98";"-1,17%";"4,84%";"11,27%";"20,89%";"8,73%";"8,7%";"7,63%"
"2012/11/26";"2,468918";"1647526138";"";"6520187,74";"0,4%";"4,77%";"11,16%";"20,78%";"8,49%";"8,64%";"7,63%"
"2012/11/23";"2,471985";"1643044481";"";"1064722,54";"0,06%";"4,86%";"11,54%";"16,89%";"8,54%";"8,67%";"7,66%"
"2012/11/22";"2,4705";"1640993369";"";"570144,01";"0,03%";"4,99%";"11,07%";"16,22%";"8,61%";"8,68%";"7,65%"
"2012/11/21";"2,468521";"1639109160";"";"3512062,62";"0,21%";"4,86%";"11,04%";"16,23%";"8,58%";"8,6%";"7,63%"
"2012/11/20";"2,473565";"1638939160";"";"-2215646,44";"-0,14%";"5,32%";"11,56%";"16,08%";"8,66%";"8,61%";"7,69%"
"2012/11/19";"2,474831";"1641994769";"";"10825,02";"0%";"5,38%";"11,62%";"16,14%";"8,6%";"8,69%";"7,7%"
"2012/11/16";"2,473787";"1641291278";"";"-1636258,47";"-0,1%";"5,37%";"11,28%";"17,29%";"8,51%";"8,56%";"7,89%"
"2012/11/15";"2,475314";"1643941670";"";"-82686,9";"-0,01%";"5,51%";"10,67%";"17,21%";"8,49%";"8,54%";"7,9%"
"2012/11/14";"2,475517";"1644159183";"";"9149486,68";"0,56%";"5,6%";"10,7%";"17,03%";"8,49%";"8,53%";"7,91%"
"2012/11/13";"2,470008";"1631371156";"";"-651565,48";"-0,04%";"5,25%";"10,49%";"15,43%";"8,41%";"8,49%";"7,89%"
"2012/11/12";"2,471028";"1632696672";"";"18979587,98";"1,16%";"5,33%";"10,53%";"15,47%";"8,37%";"8,48%";"7,91%"
"2012/11/09";"2,466788";"1610948131";"";"6779371,72";"0,42%";"5,17%";"10,37%";"14,98%";"8,56%";"8,42%";"7,91%"
"2012/11/08";"2,463119";"1601782784";"";"2163089,29";"0,14%";"5,42%";"10,1%";"14,45%";"8,63%";"8,4%";"7,89%"
"2012/11/07";"2,471899";"1605321677";"";"-118834,35";"-0,01%";"5,63%";"10,32%";"14,9%";"8,76%";"8,47%";"7,94%"
"2012/11/06";"2,468925";"1603508968";"";"-327991,08";"-0,02%";"5,5%";"10,12%";"15,11%";"8,72%";"8,43%";"7,96%"
"2012/11/05";"2,46372";"1600455742";"";"1647826,88";"0,1%";"5,76%";"9,89%";"14,87%";"8,76%";"8,38%";"7,93%"
"2012/10/31";"2,458487";"1595412009";"";"-1208504,71";"-0,08%";"5,61%";"9,96%";"13,1%";"8,57%";"8,35%";"7,91%"
"2012/10/30";"2,45538";"1594602728";"";"-11445990,97";"-0,72%";"5,4%";"9,82%";"12,95%";"8,52%";"8,32%";"7,89%"
"2012/10/29";"2,444074";"1598653535";"";"2701497,97";"0,17%";"5,18%";"9,32%";"12,43%";"8,51%";"8,19%";"7,85%"
"2012/10/26";"2,461013";"1607013008";"";"-5229033";"-0,33%";"6,16%";"10,16%";"13,03%";"8,3%";"8,36%";"7,92%"
"2012/10/25";"2,47113";"1618869821";"";"293982,81";"0,02%";"6,47%";"10,62%";"13,54%";"8,5%";"8,45%";"7,97%"
"2012/10/24";"2,472716";"1619614659";"";"12616984,91";"0,78%";"5,82%";"13,16%";"14,04%";"8,52%";"8,47%";"7,97%"
"2012/10/19";"2,465485";"1602298307";"";"730017,45";"0,05%";"5,02%";"12,77%";"13,73%";"8,63%";"8,47%";"8,03%"
"2012/10/18";"2,466802";"1602423807";"";"-1403255,11";"-0,09%";"5,63%";"13,04%";"13,86%";"8,68%";"8,47%";"8,03%"
"2012/10/17";"2,452539";"1594553766";"";"2644151,17";"0,17%";"4,72%";"12,51%";"12,73%";"8,47%";"8,37%";"7,97%"
"2012/10/16";"2,466054";"1600682017";"";"14588,58";"0%";"5,6%";"13,24%";"13,67%";"8,67%";"8,5%";"8,03%"
"2012/10/15";"2,447676";"1588738628";"";"558001,63";"0,04%";"5,83%";"12,36%";"12,82%";"8,38%";"8,33%";"7,95%"
"2012/10/12";"2,438914";"1582495381";"";"-240876,83";"-0,02%";"6,12%";"11,69%";"12,71%";"8,86%";"8,25%";"7,92%"
"2012/10/11";"2,425273";"1573883914";"";"-97519,34";"-0,01%";"5,78%";"11,34%";"12,44%";"8,71%";"8,14%";"7,86%"
"2012/10/10";"2,417012";"1568620115";"";"783329,8";"0,05%";"5,5%";"11,22%";"12,22%";"8,58%";"8,1%";"7,83%"
"2012/10/09";"2,415762";"1567025951";"";"187011,57";"0,01%";"5,54%";"11,17%";"12,84%";"8,57%";"8,09%";"7,83%"
"2012/10/08";"2,415129";"1566428382";"";"4442638,28";"0,28%";"5,54%";"11,14%";"12,81%";"8,56%";"8,09%";"7,82%"
"2012/10/05";"2,404413";"1555055166";"";"-4193510,72";"-0,27%";"4,82%";"10,65%";"12,89%";"8,63%";"8,03%";"7,75%"
"2012/10/04";"2,399518";"1556074296";"";"4511187,4";"0,29%";"4,91%";"10,44%";"13,52%";"8,68%";"8%";"7,73%"
"2012/10/03";"2,397696";"1550384977";"";"-1163161,59";"-0,08%";"5,04%";"10,01%";"12,95%";"8,65%";"7,96%";"7,72%"
"2012/10/02";"2,403784";"1555487681";"";"25640,23";"0%";"5,81%";"10,43%";"12,49%";"8,74%";"7,99%";"7,74%"
"2012/10/01";"2,403989";"1555594694";"";"109011,16";"0,01%";"5,74%";"10,8%";"12,5%";"8,45%";"7,97%";"7,74%"
"2012/09/28";"2,400093";"1552964801";"";"-260637";"-0,02%";"5,77%";"10,35%";"11,13%";"8,39%";"7,91%";"7,75%"
"2012/09/27";"2,401256";"1553978076";"";"590474,5";"0,04%";"6,2%";"10,21%";"11,03%";"8,51%";"7,95%";"7,76%"
"2012/09/26";"2,402147";"1553963995";"";"473250,78";"0,03%";"6,24%";"10,62%";"12,36%";"8,52%";"7,95%";"7,78%"
"2012/09/25";"2,401422";"1553021880";"";"19860767,47";"1,28%";"6,42%";"10,4%";"12,65%";"8,51%";"7,96%";"7,78%"
"2012/09/24";"2,397203";"1530467539";"";"-12075,22";"-0%";"6,18%";"10,21%";"12,45%";"8,44%";"7,91%";"7,77%"
"2012/09/21";"2,393366";"1528029905";"";"415339,18";"0,03%";"5,9%";"9,79%";"11,04%";"8,64%";"7,88%";"7,75%"
"2012/09/20";"2,395549";"1529007910";"";"-6326014,5";"-0,41%";"6,11%";"9,87%";"10,77%";"8,68%";"7,89%";"7,76%"
"2012/09/19";"2,394936";"1534941046";"";"2315623,85";"0,15%";"6,18%";"9,76%";"10,29%";"8,67%";"7,88%";"7,78%"
"2012/09/18";"2,393702";"1531835731";"";"9936,26";"0%";"6,49%";"9,7%";"9,88%";"8,65%";"8%";"7,78%"
"2012/09/17";"2,393314";"1531577498";"";"2513134,63";"0,16%";"7,26%";"9,68%";"9,86%";"8,65%";"7,99%";"7,78%"
"2012/09/14";"2,39429";"1529687920";"";"12191121,82";"0,8%";"7,56%";"9,73%";"10,23%";"9,33%";"7,99%";"7,8%"
"2012/09/13";"2,385964";"1512219794";"";"304663,31";"0,02%";"7,13%";"9,46%";"9,35%";"9,13%";"7,94%";"7,76%"
"2012/09/12";"2,383301";"1510227666";"";"-653973,59";"-0,04%";"6,87%";"9,46%";"9,21%";"9,09%";"7,94%";"7,74%"
"2012/09/11";"2,380714";"1509241624";"";"4368920,22";"0,29%";"6,81%";"9,31%";"8,26%";"9,05%";"8%";"7,74%"
"2012/09/10";"2,378212";"1503291165";"";"-494940,06";"-0,03%";"6,49%";"9,19%";"8,14%";"9,15%";"7,98%";"7,73%"
"2012/09/07";"2,36659";"1496437306";"";"-3409921,16";"-0,23%";"5,76%";"8,63%";"7,17%";"9%";"7,87%";"7,68%"
"2012/09/06";"2,37436";"1504771533";"";"-855117,15";"-0,06%";"7,29%";"9,09%";"8,06%";"9,18%";"7,97%";"7,72%"
"2012/09/05";"2,371744";"1503967795";"";"-394858,35";"-0,03%";"7,42%";"9,06%";"8,26%";"9,14%";"7,94%";"7,71%"
"2012/09/04";"2,37395";"1505761887";"";"-67538,78";"-0%";"7,48%";"8,9%";"8,61%";"9,17%";"7,95%";"7,73%"
"2012/09/03";"2,373973";"1505844015";"";"-247658,88";"-0,02%";"7,91%";"8,9%";"8,61%";"9,23%";"7,95%";"7,73%"
"2012/08/31";"2,371221";"1504345755";"";"-786581,2";"-0,05%";"7,31%";"9,16%";"8,57%";"9,17%";"7,91%";"7,72%"
"2012/08/30";"2,36452";"1500878877";"";"-1343770,31";"-0,09%";"6,68%";"8,85%";"8,34%";"9,13%";"7,9%";"7,69%"
"2012/08/29";"2,363636";"1501661026";"";"3751289,64";"0,25%";"6,36%";"8,81%";"8,37%";"9,12%";"7,94%";"7,69%"
"2012/08/28";"2,359453";"1495258839";"";"1268916,93";"0,08%";"6,23%";"9%";"8,36%";"9,06%";"7,85%";"7,68%"
"2012/08/27";"2,357032";"1492456961";"";"74997,62";"0,01%";"6,13%";"9,21%";"8,25%";"9,01%";"7,83%";"7,67%"
"2012/08/24";"2,356522";"1492059051";"";"59967,52";"0%";"6,13%";"8,94%";"8,81%";"8,97%";"7,92%";"7,67%"
"2012/08/23";"2,357393";"1492550545";"";"-234242,09";"-0,02%";"6,36%";"9,28%";"7,73%";"9,54%";"7,92%";"7,67%"
"2012/08/22";"2,35309";"1490059975";"";"83653,69";"0,01%";"5,8%";"9,04%";"7,51%";"9,47%";"7,93%";"7,64%"
"2012/08/21";"2,354044";"1490580394";"";"542354,45";"0,04%";"5,89%";"8,24%";"7,91%";"9,49%";"7,95%";"7,65%"
"2012/08/17";"2,348522";"1486542782";"";"-289090,7";"-0,02%";"5,79%";"7,92%";"7,86%";"9,68%";"7,93%";"7,63%"
"2012/08/16";"2,347618";"1486259557";"";"-1888041,14";"-0,13%";"5,61%";"7,86%";"8,62%";"9,58%";"7,91%";"7,63%"
"2012/08/15";"2,345991";"1487116248";"";"-3182,72";"-0%";"4,88%";"7,43%";"8,75%";"9,56%";"7,79%";"7,6%"
"2012/08/14";"2,34424";"1486009475";"";"535300,41";"0,04%";"4,83%";"8,31%";"9,02%";"9,53%";"7,68%";"7,59%"
"2012/08/13";"2,346789";"1487089399";"";"-3266780,67";"-0,22%";"4,98%";"8,24%";"9,14%";"9,64%";"7,68%";"7,6%"
"2012/08/10";"2,345986";"1489846225";"";"-300336,04";"-0,02%";"4,89%";"8,86%";"9,84%";"9,74%";"7,67%";"7,61%"
"2012/08/09";"2,345496";"1489835318";"";"-669571,87";"-0,04%";"4,94%";"8,39%";"10,42%";"9,81%";"7,62%";"7,61%"
"2012/08/08";"2,336505";"1484791331";"";"64878,9";"0%";"4,44%";"7,76%";"9,92%";"9,67%";"7,54%";"7,58%"
"2012/08/07";"2,340084";"1487000719";"";"-1362775,65";"-0,09%";"4,44%";"8,69%";"10,44%";"9,72%";"7,6%";"7,6%"
"2012/08/06";"2,340129";"1488392116";"";"-857077,81";"-0,06%";"4,37%";"8,76%";"10,45%";"9,62%";"7,62%";"7,6%"
"2012/08/03";"2,329617";"1482559397";"";"-1122547,62";"-0,08%";"3,93%";"9,01%";"7,98%";"9,57%";"7,51%";"7,56%"
"2012/08/02";"2,331664";"1484985634";"";"16095,22";"0%";"4,15%";"9,4%";"7,72%";"9,69%";"7,55%";"7,57%"
"2012/08/01";"2,330079";"1483960098";"";"-3443537,39";"-0,23%";"4,22%";"9,94%";"7,57%";"9,66%";"7,56%";"7,56%"
"2012/07/31";"2,327886";"1486003736";"";"-281182,78";"-0,02%";"4,12%";"10,05%";"7,63%";"9,63%";"7,49%";"7,55%"
"2012/07/30";"2,329634";"1487400964";"";"2942839,18";"0,2%";"4,2%";"10,11%";"7,71%";"9,79%";"7,53%";"7,56%"
"2012/07/27";"2,323739";"1480701792";"";"-328768,36";"-0,02%";"3,94%";"9,43%";"7,21%";"9,59%";"7,49%";"7,57%"
"2012/07/26";"2,318104";"1477439104";"";"-1845849,76";"-0,12%";"3,76%";"9,29%";"6,96%";"9,54%";"7,36%";"7,54%"
"2012/07/25";"2,321057";"1481169394";"";"18435115,39";"1,24%";"3,9%";"10,09%";"7,08%";"9,59%";"7,3%";"7,57%"
"2012/07/24";"2,336684";"1472582442";"";"-109831,41";"-0,01%";"6,93%";"11,51%";"7,75%";"9,83%";"7,42%";"7,64%"
