"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2003/01/06";"1,196452";"1750593210";"0";"13385635,46";"0,76%";"5,15%";"7,7%";"10,53%";"";"";""
"2003/01/03";"1,194999";"1735097868";"0";"886,73";"0%";"4,87%";"7,81%";"10,67%";"";"";""
"2003/01/02";"1,194978";"1735066490";"0";"1505175,39";"0,09%";"4,87%";"7,81%";"10,65%";"";"";""
"2003/01/01";"";"";"";"";"";"";"";"";"";"";""
"2002/12/31";"1,193645";"1731627524";"0";"2843749,37";"0,16%";"4,64%";"7,38%";"10,59%";"";"";""
"2002/12/30";"1,191168";"1725196278";"0";"28864049,78";"1,67%";"4,43%";"6,98%";"10,36%";"";"";""
"2002/12/27";"1,191723";"1697122599";"0";"1450225,37";"0,09%";"4,77%";"7,22%";"10,51%";"";"";""
"2002/12/26";"";"";"";"";"";"";"";"";"";"";""
"2002/12/25";"";"";"";"";"";"";"";"";"";"";""
"2002/12/24";"";"";"";"";"";"";"";"";"";"";""
"2002/12/23";"1,190516";"1693954964";"0";"6777355,17";"0,4%";"4,94%";"7,17%";"10,52%";"";"";""
"2002/12/20";"1,190924";"1687755819";"0";"5866824,18";"0,35%";"4,99%";"7,23%";"10,57%";"";"";""
"2002/12/19";"1,189735";"1680209823";"0";"4698596,84";"0,28%";"4,88%";"7,13%";"10,43%";"";"";""
"2002/12/18";"1,189261";"1674843689";"0";"389372,99";"0,02%";"5,05%";"7,08%";"10,35%";"";"";""
"2002/12/17";"1,187466";"1671926994";"0";"34087976,95";"2,04%";"4,93%";"6,76%";"10,33%";"";"";""
"2002/12/16";"1,185215";"1634734275";"0";"1502611,45";"0,09%";"4,72%";"6,57%";"10,21%";"";"";""
"2002/12/13";"1,182678";"1629735666";"0";"4914674,17";"0,3%";"4,64%";"6,23%";"9,89%";"";"";""
"2002/12/12";"1,182763";"1624937769";"0";"53425012,45";"3,29%";"4,65%";"6,24%";"10,01%";"";"";""
"2002/12/11";"1,182272";"1570860375";"0";"752700,66";"0,05%";"4,57%";"6,2%";"10,07%";"";"";""
"2002/12/10";"1,184279";"1572773056";"0";"10223578,16";"0,65%";"4,82%";"6,37%";"10,33%";"";"";""
"2002/12/09";"1,184416";"1562730237";"0";"-306211,4";"-0,02%";"4,87%";"6,41%";"10,55%";"";"";""
"2002/12/06";"1,1829";"1561035831";"0";"3741498,43";"0,24%";"4,8%";"6,51%";"10,24%";"";"";""
"2002/12/05";"1,181154";"1554995714";"0";"302859,92";"0,02%";"4,64%";"6,35%";"10,19%";"";"";""
"2002/12/04";"1,177203";"1549492354";"0";"46151903,13";"2,98%";"4,31%";"6%";"9,95%";"";"";""
"2002/12/03";"1,176462";"1502394161";"0";"5430356,3";"0,36%";"4,31%";"5,91%";"9,8%";"";"";""
"2002/12/02";"1,179025";"1500225039";"0";"10203132,99";"0,68%";"4,56%";"6,12%";"10,4%";"";"";""
"2002/11/29";"1,180556";"1491956745";"0";"-1018110,11";"-0,07%";"4,7%";"6,25%";"10,67%";"";"";""
"2002/11/28";"1,184116";"1497476963";"0";"8232154,29";"0,55%";"5,02%";"6,57%";"11%";"";"";""
"2002/11/27";"1,185156";"1490552801";"0";"-220961,28";"-0,01%";"5,19%";"6,67%";"11,29%";"";"";""
"2002/11/26";"1,183013";"1488078144";"0";"4148638,93";"0,28%";"5,05%";"6,66%";"11,06%";"";"";""
"2002/11/25";"1,18177";"1482370330";"0";"-1378204,9";"-0,09%";"4,96%";"6,49%";"11,15%";"";"";""
"2002/11/22";"1,181936";"1483956953";"0";"-3843357,11";"-0,26%";"5,02%";"6,36%";"11,2%";"";"";""
"2002/11/21";"1,183619";"1489918841";"0";"7664856,69";"0,51%";"5,17%";"6,51%";"11,36%";"";"";""
"2002/11/20";"1,17874";"1476143980";"0";"5065737,07";"0,34%";"4,62%";"6,07%";"11,14%";"";"";""
"2002/11/19";"1,178528";"1470813665";"0";"-16168437,56";"-1,1%";"4,63%";"6%";"11,26%";"";"";""
"2002/11/18";"1,163662";"1468225250";"0";"-317032,73";"-0,02%";"3,36%";"4,67%";"9,92%";"";"";""
"2002/11/15";"1,157093";"1460252200";"0";"951646,67";"0,07%";"2,77%";"3,97%";"9,14%";"";"";""
"2002/11/14";"1,156031";"1457961182";"0";"-968758,21";"-0,07%";"2,68%";"3,87%";"9,08%";"";"";""
"2002/11/13";"1,155895";"1458758306";"0";"1181863,3";"0,08%";"2,54%";"3,86%";"9,08%";"";"";""
"2002/11/12";"1,154553";"1455884189";"0";"-373856,26";"-0,03%";"2,4%";"3,82%";"8,94%";"";"";""
"2002/11/11";"1,154124";"1455716940";"0";"329,78";"0%";"2,31%";"3,79%";"8,93%";"";"";""
"2002/11/08";"1,152179";"1453263348";"0";"2519747,54";"0,17%";"2,27%";"3,46%";"8,68%";"";"";""
"2002/11/07";"1,151608";"1450024637";"0";"1006498,03";"0,07%";"2,22%";"3,41%";"8,81%";"";"";""
"2002/11/06";"1,14763";"1444012795";"0";"-1211618,06";"-0,08%";"1,99%";"3,05%";"8,74%";"";"";""
"2002/11/05";"1,148735";"1446615953";"0";"-543,91";"-0%";"2,14%";"3,21%";"8,85%";"";"";""
"2002/11/04";"1,148489";"1446306706";"0";"1639768,77";"0,11%";"2,1%";"3,14%";"9,4%";"";"";""
"2002/11/01";"";"";"";"";"";"";"";"";"";"";""
"2002/10/31";"1,148048";"1444112210";"0";"3803102,74";"0,26%";"2,15%";"3,22%";"9,36%";"";"";""
"2002/10/30";"1,14864";"1441051814";"0";"-13021123,77";"-0,9%";"2,19%";"3,28%";"9,37%";"";"";""
"2002/10/29";"1,147743";"1452937418";"0";"-40,41";"-0%";"2,06%";"3,19%";"9,28%";"";"";""
"2002/10/28";"1,147813";"1453026072";"0";"-650335,1";"-0,04%";"2,14%";"3,25%";"9,41%";"";"";""
"2002/10/25";"1,148276";"1454262785";"0";"27900220,48";"1,92%";"2,48%";"3,35%";"9,35%";"";"";""
"2002/10/24";"1,148166";"1426225925";"0";"2822957,86";"0,2%";"2,47%";"3,34%";"9,5%";"";"";""
"2002/10/23";"";"";"";"";"";"";"";"";"";"";""
"2002/10/22";"1,14338";"1417469673";"0";"160,57";"0%";"2,18%";"3,06%";"9,12%";"";"";""
"2002/10/21";"1,143346";"1417427362";"0";"401162,23";"0,03%";"2,17%";"3,01%";"9,12%";"";"";""
"2002/10/18";"1,139018";"1411662216";"0";"-3487904,47";"-0,25%";"1,91%";"2,77%";"8,83%";"";"";""
"2002/10/17";"1,139189";"1415362576";"0";"310701,5";"0,02%";"1,93%";"2,78%";"8,72%";"";"";""
"2002/10/16";"1,139224";"1415095350";"0";"46805026,79";"3,31%";"1,93%";"2,78%";"8,67%";"";"";""
"2002/10/15";"1,138875";"1367871149";"0";"21552843,58";"1,58%";"1,79%";"2,75%";"8,75%";"";"";""
"2002/10/14";"1,138635";"1346034590";"0";"9157174,65";"0,68%";"1,6%";"2,82%";"8,6%";"";"";""
"2002/10/11";"1,138081";"1336226961";"0";"22728952,45";"1,7%";"2,07%";"2,69%";"8,76%";"";"";""
"2002/10/10";"1,137771";"1313140227";"0";"2667692,44";"0,2%";"2,04%";"2,66%";"8,73%";"";"";""
"2002/10/09";"1,137128";"1309731934";"0";"57047496,16";"4,36%";"1,86%";"2,6%";"8,69%";"";"";""
"2002/10/08";"1,13783";"1253457776";"0";"128773,12";"0,01%";"2,42%";"2,65%";"8,99%";"";"";""
"2002/10/07";"1,138336";"1253886366";"0";"-456886,81";"-0,04%";"2,43%";"2,7%";"9,07%";"";"";""
"2002/10/04";"1,139472";"1255595022";"0";"625747,29";"0,05%";"2,8%";"2,83%";"9,22%";"";"";""
"2002/10/03";"1,139606";"1255116857";"0";"-647122,4";"-0,05%";"2,82%";"2,84%";"9,38%";"";"";""
"2002/10/02";"1,14067";"1256936431";"0";"1340121,29";"0,11%";"2,61%";"2,94%";"9,51%";"";"";""
"2002/10/01";"1,140681";"1255608418";"0";"4229214,37";"0,34%";"2,45%";"2,93%";"9,28%";"";"";""
"2002/09/30";"1,141586";"1252372030";"0";"4526905,63";"0,36%";"2,51%";"3,07%";"9,36%";"";"";""
"2002/09/27";"1,137445";"1243318679";"0";"-306,03";"-0%";"2,34%";"2,71%";"9,02%";"";"";""
"2002/09/26";"1,135582";"1241282576";"0";"-81,56";"-0%";"2,17%";"2,54%";"8,86%";"";"";""
"2002/09/25";"1,135178";"1240841053";"0";"5010592,99";"0,4%";"2,07%";"2,5%";"8,95%";"";"";""
"2002/09/24";"1,134506";"1235098876";"0";"-3770860,87";"-0,31%";"2,13%";"2,71%";"8,84%";"";"";""
"2002/09/23";"1,134597";"1238969108";"0";"395971,8";"0,03%";"2,19%";"2,69%";"9,04%";"";"";""
"2002/09/20";"1,134327";"1238278393";"0";"550916,09";"0,04%";"2,14%";"2,88%";"9%";"";"";""
"2002/09/19";"1,132081";"1235276741";"0";"-569,36";"-0%";"1,93%";"2,67%";"8,9%";"";"";""
"2002/09/18";"1,13165";"1234807022";"0";"399148,45";"0,03%";"1,75%";"2,64%";"8,87%";"";"";""
"2002/09/17";"1,131775";"1234544224";"0";"-655324,72";"-0,05%";"1,77%";"2,6%";"8,84%";"";"";""
"2002/09/16";"1,130678";"1234002302";"0";"-1019162,95";"-0,08%";"1,56%";"2,6%";"8,56%";"";"";""
"2002/09/13";"1,130238";"1234540860";"0";"317564,24";"0,03%";"1,52%";"2,72%";"8,87%";"";"";""
"2002/09/12";"1,130651";"1234674293";"0";"700309,31";"0,06%";"1,56%";"2,75%";"8,93%";"";"";""
"2002/09/11";"1,129875";"1233127070";"0";"-547,83";"-0%";"1,48%";"2,68%";"8,84%";"";"";""
"2002/09/10";"1,129399";"1232608119";"0";"-3192331,16";"-0,26%";"1,47%";"2,64%";"8,86%";"";"";""
"2002/09/09";"1,129365";"1235763247";"0";"5808,47";"0%";"1,48%";"2,56%";"8,95%";"";"";""
"2002/09/06";"1,128764";"1235099821";"0";"2089987,24";"0,17%";"1,64%";"2,75%";"8,95%";"";"";""
"2002/09/05";"1,128598";"1232828503";"0";"1102626,62";"0,09%";"1,62%";"2,73%";"8,94%";"";"";""
"2002/09/04";"1,127902";"1230966278";"0";"700120,59";"0,06%";"1,54%";"2,67%";"8,84%";"";"";""
"2002/09/03";"1,127596";"1229932386";"0";"-484,22";"-0%";"1,49%";"2,55%";"8,87%";"";"";""
"2002/09/02";"1,128012";"1230386625";"0";"30035738,12";"2,44%";"1,59%";"2,56%";"8,97%";"";"";""
"2002/08/30";"1,127542";"1199850746";"0";"5373914,67";"0,45%";"1,48%";"2,64%";"8,88%";"";"";""
"2002/08/29";"1,126702";"1193586966";"0";"-666801,31";"-0,06%";"1,4%";"2,56%";"8,9%";"";"";""
"2002/08/28";"1,126172";"1193691991";"0";"-821,47";"-0%";"1,54%";"2,51%";"8,86%";"";"";""
"2002/08/27";"1,125887";"1193390725";"0";"259,21";"0%";"1,45%";"2,71%";"8,76%";"";"";""
"2002/08/26";"1,126018";"1193529320";"0";"50413,44";"0%";"1,38%";"2,62%";"8,9%";"";"";""
"2002/08/23";"1,125451";"1192877937";"0";"34458,25";"0%";"1,27%";"2,47%";"8,9%";"";"";""
"2002/08/22";"1,12672";"1194188467";"0";"200689,4";"0,02%";"1,39%";"2,59%";"9,06%";"";"";""
"2002/08/21";"1,126329";"1193573434";"0";"17484767,26";"1,46%";"1,3%";"2,55%";"9,07%";"";"";""
"2002/08/20";"";"";"";"";"";"";"";"";"";"";""
"2002/08/19";"";"";"";"";"";"";"";"";"";"";""
"2002/08/16";"1,125877";"1175616698";"0";"840764,49";"0,07%";"1,16%";"2,34%";"9,17%";"";"";""
"2002/08/15";"1,127286";"1176246129";"0";"40,82";"0%";"1,29%";"2,47%";"9,25%";"";"";""
"2002/08/14";"1,127494";"1176463122";"0";"59080,34";"0,01%";"1,38%";"2,49%";"9,35%";"";"";""
"2002/08/13";"1,12808";"1177015462";"0";"666,83";"0%";"1,44%";"2,63%";"9,36%";"";"";""
"2002/08/12";"1,128428";"1177377891";"0";"14882,15";"0%";"1,44%";"2,68%";"9,58%";"";"";""
"2002/08/09";"1,126555";"1175408785";"0";"-349,21";"-0%";"1,16%";"2,73%";"9,36%";"";"";""
"2002/08/08";"1,125251";"1174048585";"0";"-836520,42";"-0,07%";"1,04%";"2,61%";"9,32%";"";"";""
"2002/08/07";"1,124662";"1174270125";"0";"1000200,05";"0,09%";"1,04%";"2,56%";"9,24%";"";"";""
"2002/08/06";"1,124894";"1173511952";"0";"823398,27";"0,07%";"1,02%";"2,64%";"9,36%";"";"";""
"2002/08/05";"1,124495";"1172272601";"0";"3405293,64";"0,29%";"0,98%";"2,57%";"9,44%";"";"";""
"2002/08/02";"1,12392";"1168269618";"0";"-155,97";"-0%";"1,05%";"2,44%";"9,28%";"";"";""
"2002/08/01";"1,124044";"1168398667";"0";"40495,14";"0%";"1,07%";"2,45%";"9,36%";"";"";""
"2002/07/31";"1,124561";"1168895554";"0";"20034177,03";"1,71%";"1,1%";"2,5%";"9,41%";"";"";""
"2002/07/30";"1,123743";"1148025701";"0";"3009414,8";"0,26%";"1,08%";"2,5%";"9,23%";"";"";""
"2002/07/29";"1,122663";"1143915841";"0";"394220,42";"0,03%";"0,98%";"2,49%";"9,15%";"";"";""
"2002/07/26";"1,120457";"1141274634";"0";"603,2";"0%";"0,85%";"2,18%";"8,93%";"";"";""
"2002/07/25";"1,11934";"1140136278";"0";"-54,58";"-0%";"0,75%";"2,07%";"8,99%";"";"";""
"2002/07/24";"1,118985";"1139774737";"0";"1003508,91";"0,09%";"0,87%";"2,04%";"9,08%";"";"";""
"2002/07/23";"1,119086";"1138874014";"0";"-7042391,88";"-0,62%";"0,82%";"2,11%";"8,89%";"";"";""
"2002/07/22";"1,118798";"1145621501";"0";"-2355852,81";"-0,21%";"0,8%";"2,15%";"8,95%";"";"";""
"2002/07/19";"1,117652";"1146801465";"0";"-67,97";"-0%";"0,84%";"2,2%";"8,89%";"";"";""
"2002/07/18";"1,117603";"1146751255";"0";"6799518,14";"0,59%";"0,83%";"2,2%";"8,92%";"";"";""
"2002/07/17";"1,118902";"1141276713";"0";"-1889523,92";"-0,17%";"0,94%";"2,32%";"9,08%";"";"";""
"2002/07/16";"1,120687";"1144989946";"0";"-403869,2";"-0,04%";"1,2%";"2,43%";"9,3%";"";"";""
"2002/07/15";"1,119794";"1144481128";"0";"-235,48";"-0%";"0,97%";"2,54%";"9,3%";"";"";""
"2002/07/12";"1,115015";"1139597004";"0";"9257752,01";"0,81%";"0,61%";"2,42%";"8,9%";"";"";""
"2002/07/11";"1,116407";"1131750383";"0";"119020,25";"0,01%";"0,73%";"2,55%";"9,05%";"";"";""
"2002/07/10";"1,110895";"1126044196";"0";"-4021343";"-0,36%";"0,22%";"2,04%";"8,47%";"";"";""
"2002/07/09";"1,11137";"1130548736";"0";"780,46";"0%";"0,26%";"2,16%";"8,46%";"";"";""
"2002/07/08";"1,108432";"1127559257";"0";"1994103,17";"0,18%";"0,03%";"2,02%";"8,3%";"";"";""
"2002/07/05";"1,108393";"1125525551";"0";"-500,39";"-0%";"0,02%";"2,39%";"8,32%";"";"";""
"2002/07/04";"1,111642";"1128825273";"0";"-1525133,08";"-0,14%";"0,32%";"2,69%";"8,72%";"";"";""
"2002/07/03";"1,113414";"1132152228";"0";"-242284,41";"-0,02%";"0,47%";"2,86%";"8,75%";"";"";""
"2002/07/02";"1,11366";"1132644706";"0";"456705,14";"0,04%";"0,55%";"3,14%";"8,94%";"";"";""
"2002/07/01";"1,112519";"1131028018";"0";"1039106,84";"0,09%";"0,44%";"3,01%";"8,79%";"";"";""
"2002/06/28";"1,111442";"1128894999";"0";"-80704,07";"-0,01%";"0,36%";"2,98%";"8,77%";"";"";""
"2002/06/27";"1,1122";"1129745661";"0";"2458318,65";"0,22%";"0,43%";"3,05%";"8,93%";"";"";""
"2002/06/26";"1,110832";"1125900785";"0";"28066048,38";"2,49%";"0,57%";"2,94%";"8,88%";"";"";""
"2002/06/25";"1,110239";"1097248675";"0";"-532473,5";"-0,05%";"0,48%";"2,95%";"8,67%";"";"";""
"2002/06/24";"1,110033";"1097577460";"0";"10554147,84";"0,96%";"0,57%";"3,05%";"8,91%";"";"";""
"2002/06/21";"1,110604";"1087582476";"0";"512,98";"0%";"0,73%";"3,1%";"9%";"";"";""
"2002/06/20";"1,112233";"1089177195";"0";"3213163,84";"0,3%";"0,87%";"3,25%";"9,05%";"";"";""
"2002/06/19";"1,112099";"1085833196";"0";"3225222,98";"0,3%";"0,81%";"3,26%";"9,15%";"";"";""
"2002/06/18";"1,113272";"1083749867";"0";"-785,54";"-0%";"1,02%";"3,36%";"9,3%";"";"";""
"2002/06/17";"1,113671";"1084139072";"0";"261795,75";"0,02%";"1,12%";"3,37%";"9,28%";"";"";""
"2002/06/14";"1,113302";"1083518148";"0";"289885,76";"0,03%";"1,18%";"3,52%";"9,37%";"";"";""
"2002/06/13";"1,113397";"1083320696";"0";"2642440,02";"0,24%";"1,19%";"3,53%";"9,34%";"";"";""
"2002/06/12";"1,113045";"1080336600";"0";"1088835,83";"0,1%";"1,15%";"3,5%";"9,46%";"";"";""
"2002/06/11";"1,112859";"1079067412";"0";"52227,69";"0%";"1,06%";"3,4%";"9,4%";"";"";""
"2002/06/10";"1,111747";"1077937002";"0";"-404763,26";"-0,04%";"1,04%";"3,4%";"9,4%";"";"";""
"2002/06/07";"1,110595";"1077224380";"0";"2503,34";"0%";"1,09%";"3,66%";"9,29%";"";"";""
"2002/06/06";"1,110789";"1077410047";"0";"107351184,62";"9,96%";"1,11%";"3,67%";"9,33%";"";"";""
"2002/06/05";"1,110987";"970231777";"0";"32045844,45";"3,3%";"1,04%";"3,69%";"9,42%";"";"";""
"2002/06/04";"1,11031";"937614232";"0";"2814716,84";"0,3%";"0,95%";"3,47%";"9,49%";"";"";""
"2002/06/03";"1,111075";"935443589";"0";"21182827,54";"2,26%";"1,11%";"3,65%";"9,57%";"";"";""
"2002/05/31";"1,1111";"914281333";"0";"5456304,9";"0,6%";"1,14%";"4,04%";"9,57%";"";"";""
"2002/05/30";"1,109114";"907200578";"0";"-12466356,75";"-1,37%";"0,96%";"3,85%";"9,41%";"";"";""
"2002/05/29";"1,109792";"920229126";"0";"-51732,28";"-0,01%";"1,24%";"3,91%";"9,5%";"";"";""
"2002/05/28";"1,110676";"921013904";"0";"2798169,71";"0,3%";"1,22%";"4,12%";"9,63%";"";"";""
"2002/05/27";"1,110911";"918410013";"0";"-43387181,64";"-4,72%";"1,08%";"4,14%";"9,73%";"";"";""
"2002/05/24";"1,111311";"962143504";"0";"199319,66";"0,02%";"1,19%";"4,53%";"9,81%";"";"";""
"2002/05/23";"1,111839";"962401218";"0";"-7613787,99";"-0,79%";"1,23%";"4,57%";"9,87%";"";"";""
"2002/05/22";"1,111701";"969894609";"0";"-87,24";"-0%";"1,04%";"4,56%";"9,82%";"";"";""
"2002/05/21";"1,113008";"971034978";"0";"3225874,87";"0,33%";"1,25%";"4,71%";"9,97%";"";"";""
"2002/05/20";"";"";"";"";"";"";"";"";"";"";""
"2002/05/17";"1,112925";"967736931";"0";"-399668,05";"-0,04%";"1,17%";"5,13%";"10,07%";"";"";""
"2002/05/16";"1,112092";"967411970";"0";"1324793,04";"0,14%";"1,09%";"5,05%";"10%";"";"";""
"2002/05/15";"1,112026";"966029842";"0";"1401162,49";"0,15%";"1,17%";"5,04%";"10,03%";"";"";""
"2002/05/14";"1,112439";"964986937";"0";"-485,95";"-0%";"1,23%";"4,93%";"10,08%";"";"";""
"2002/05/13";"1,113167";"965618928";"0";"1200674,63";"0,12%";"1,31%";"5,03%";"10,21%";"";"";""
"2002/05/10";"1,113624";"964814186";"0";"419633,01";"0,04%";"1,55%";"5,11%";"10,26%";"";"";""
"2002/05/09";"1,113041";"963889677";"0";"349114,67";"0,04%";"1,5%";"5,05%";"10,28%";"";"";""
"2002/05/08";"1,113493";"963931851";"0";"296659,56";"0,03%";"1,6%";"5,09%";"10,36%";"";"";""
"2002/05/07";"1,113624";"963748561";"0";"-497337,93";"-0,05%";"1,58%";"5,04%";"10,41%";"";"";""
"2002/05/06";"1,113346";"964005189";"0";"18218091,84";"1,89%";"1,45%";"5,19%";"10,44%";"";"";""
"2002/05/03";"1,112195";"944809323";"0";"161129,93";"0,02%";"1,37%";"5,95%";"10,35%";"";"";""
"2002/05/02";"1,112285";"944724635";"0";"2077034,17";"0,22%";"1,38%";"5,95%";"10,39%";"";"";""
"2002/05/01";"";"";"";"";"";"";"";"";"";"";""
"2002/04/30";"1,111713";"942162838";"0";"2347114,48";"0,25%";"1,49%";"5,9%";"10,38%";"";"";""
"2002/04/29";"1,111693";"939798816";"0";"-5417099,38";"-0,58%";"1,35%";"5,9%";"10,37%";"";"";""
"2002/04/26";"1,111041";"944661553";"0";"348,35";"0%";"1,32%";"5,91%";"10,34%";"";"";""
"2002/04/25";"1,109378";"943247241";"0";"874285,86";"0,09%";"1,17%";"5,75%";"10,19%";"";"";""
"2002/04/24";"1,109966";"942872438";"0";"826616,1";"0,09%";"1,28%";"5,83%";"10,26%";"";"";""
"2002/04/23";"1,109941";"942024604";"0";"-1485136,03";"-0,16%";"1,34%";"5,7%";"10,27%";"";"";""
"2002/04/22";"1,109718";"943320178";"0";"89892,51";"0,01%";"1,52%";"5,83%";"10,29%";"";"";""
"2002/04/19";"1,108368";"942082822";"0";"-251190,63";"-0,03%";"1,35%";"5,78%";"10,17%";"";"";""
"2002/04/18";"1,10844";"942395227";"0";"15391918,2";"1,63%";"1,36%";"5,79%";"10,22%";"";"";""
"2002/04/17";"1,107423";"926152778";"0";"299938,72";"0,03%";"1,22%";"5,71%";"10,15%";"";"";""
"2002/04/16";"1,109035";"927200540";"0";"1596355,88";"0,17%";"1,56%";"5,97%";"10,37%";"";"";""
"2002/04/15";"1,106762";"923707131";"0";"16687275,19";"1,81%";"1,44%";"5,62%";"10,14%";"";"";""
"2002/04/12";"1,108309";"908287662";"0";"-50187,91";"-0,01%";"1,8%";"5,7%";"10,31%";"";"";""
"2002/04/11";"1,108416";"908425544";"0";"-3855909,11";"-0,42%";"1,81%";"5,71%";"10,36%";"";"";""
"2002/04/10";"1,108454";"912312729";"0";"-9814444,34";"-1,08%";"1,89%";"5,72%";"10,39%";"";"";""
"2002/04/09";"1,108083";"921818537";"0";"-241770,38";"-0,03%";"1,98%";"5,89%";"10,39%";"";"";""
"2002/04/08";"1,108596";"922487186";"0";"-350921,76";"-0,04%";"2,08%";"5,94%";"10,47%";"";"";""
"2002/04/05";"1,108136";"922455186";"0";"13,25";"0%";"2,37%";"6,17%";"10,46%";"";"";""
"2002/04/04";"1,108189";"922499292";"0";"326,16";"0%";"2,37%";"6,18%";"10,5%";"";"";""
"2002/04/03";"1,10753";"921950389";"0";"-359213,41";"-0,04%";"2,57%";"6,11%";"10,46%";"";"";""
"2002/04/02";"1,107616";"922381220";"0";"-9,21";"-0%";"2,56%";"6,16%";"10,49%";"";"";""
"2002/04/01";"";"";"";"";"";"";"";"";"";"";""
"2002/03/29";"1,107461";"922252151";"0";"628758,46";"0,07%";"2,61%";"6,09%";"10,55%";"";"";""
"2002/03/28";"1,104549";"919200041";"0";"291,99";"0%";"2,36%";"5,81%";"";"";"";""
"2002/03/27";"1,104924";"919511822";"0";"-2443065,86";"-0,27%";"2,46%";"5,85%";"";"";"";""
"2002/03/26";"1,103687";"920922728";"0";"898717,76";"0,1%";"2,46%";"5,79%";"";"";"";""
"2002/03/25";"1,103925";"920222405";"0";"1000532,42";"0,11%";"2,48%";"5,83%";"";"";"";""
"2002/03/22";"1,10259";"918110238";"0";"3741766,3";"0,41%";"2,36%";"5,96%";"";"";"";""
"2002/03/21";"1,10314";"914824582";"0";"-1338303,49";"-0,15%";"2,43%";"6,01%";"";"";"";""
"2002/03/20";"1,102063";"915268432";"0";"1611517,57";"0,18%";"2,32%";"5,91%";"";"";"";""
"2002/03/19";"1,101321";"913041765";"0";"1201447,58";"0,13%";"2,22%";"5,83%";"";"";"";""
"2002/03/18";"1,100856";"911455320";"0";"179,84";"0%";"2,14%";"5,89%";"";"";"";""
"2002/03/15";"";"";"";"";"";"";"";"";"";"";""
"2002/03/14";"1,100346";"911032885";"0";"3239320,8";"0,36%";"2,32%";"5,65%";"";"";"";""
"2002/03/13";"1,101133";"908442845";"0";"614911,48";"0,07%";"2,31%";"5,73%";"";"";"";""
"2002/03/12";"1,10035";"907182390";"0";"5040202,1";"0,56%";"2,34%";"5,99%";"";"";"";""
"2002/03/11";"1,099673";"901587137";"0";"-1000837,13";"-0,11%";"2,38%";"5,94%";"";"";"";""
"2002/03/08";"1,09859";"901699071";"0";"299381,52";"0,03%";"2,53%";"5,98%";"";"";"";""
"2002/03/07";"1,09951";"902154555";"0";"659,06";"0%";"2,62%";"6,07%";"";"";"";""
"2002/03/06";"1,099892";"902467329";"0";"-431,76";"-0%";"2,5%";"6,11%";"";"";"";""
"2002/03/05";"1,098898";"901652178";"0";"100179,22";"0,01%";"2,51%";"6,07%";"";"";"";""
"2002/03/04";"1,0992";"901799764";"0";"3200443,59";"0,35%";"2,66%";"6,1%";"";"";"";""
"2002/03/01";"1,098569";"898083476";"0";"-1075345,62";"-0,12%";"2,86%";"6,12%";"";"";"";""
"2002/02/28";"1,096175";"897199376";"0";"6001346,92";"0,67%";"2,64%";"5,89%";"";"";"";""
"2002/02/27";"1,097294";"892107784";"0";"1984826,13";"0,22%";"2,87%";"6%";"";"";"";""
"2002/02/26";"1,099035";"891535254";"0";"3094975,31";"0,35%";"3,02%";"6,12%";"";"";"";""
"2002/02/25";"1,099253";"888616506";"0";"-76,61";"-0%";"3,23%";"6,25%";"";"";"";""
"2002/02/22";"1,098286";"887834877";"0";"-7481856,81";"-0,84%";"3,3%";"6,22%";"";"";"";""
"2002/02/21";"1,100261";"896926743";"0";"393,93";"0%";"3,49%";"6,41%";"";"";"";""
"2002/02/20";"1,099313";"896153545";"0";"145610,51";"0,02%";"3,43%";"6,32%";"";"";"";""
"2002/02/19";"1,098981";"895737334";"0";"200465,67";"0,02%";"3,4%";"6,34%";"";"";"";""
"2002/02/18";"1,099514";"895971199";"0";"18658,05";"0%";"3,67%";"6,43%";"";"";"";""
"2002/02/15";"1,100102";"896431680";"0";"-9670719,36";"-1,08%";"3,92%";"6,62%";"";"";"";""
"2002/02/14";"1,099123";"905296043";"0";"-1488048,25";"-0,16%";"3,83%";"6,53%";"";"";"";""
"2002/02/13";"1,098943";"906635590";"0";"-8947421,42";"-0,99%";"3,66%";"6,51%";"";"";"";""
"2002/02/12";"1,098752";"915423880";"0";"679486,91";"0,07%";"3,67%";"6,54%";"";"";"";""
"2002/02/11";"1,098535";"914563734";"0";"10023342,18";"1,1%";"3,66%";"6,46%";"";"";"";""
"2002/02/08";"1,096622";"902965216";"0";"1015724,42";"0,11%";"3,5%";"6,49%";"";"";"";""
"2002/02/07";"1,095981";"901422282";"0";"1675550,83";"0,19%";"3,44%";"6,42%";"";"";"";""
"2002/02/06";"1,096352";"900051304";"0";"70541,17";"0,01%";"3,41%";"6,46%";"";"";"";""
"2002/02/05";"1,097436";"900870604";"0";"5767534,14";"0,64%";"3,69%";"6,54%";"";"";"";""
"2002/02/04";"1,097338";"895023138";"0";"4478405,58";"0,5%";"3,97%";"6,61%";"";"";"";""
"2002/02/01";"1,09711";"890359699";"0";"1567971,14";"0,18%";"4,51%";"6,77%";"";"";"";""
"2002/01/31";"1,096317";"888149302";"0";"1853678,56";"0,21%";"4,43%";"6,7%";"";"";"";""
