"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2013/07/16";"3,700282";"14745683210";"";"-6479975,88";"-0,04%";"1,1%";"3,68%";"9,94%";"7,8%";"8,66%";"7,95%"
"2013/07/15";"3,697742";"14742036797";"";"-5937236,94";"-0,04%";"1,11%";"3,63%";"10,19%";"7,77%";"8,68%";"7,94%"
"2013/07/12";"3,696876";"14744520103";"";"-1995325,04";"-0,01%";"1,16%";"3,74%";"10,47%";"7,76%";"8,66%";"7,94%"
"2013/07/11";"3,696968";"14746882408";"";"-2114292,98";"-0,01%";"1,21%";"3,74%";"10,73%";"7,81%";"8,66%";"7,94%"
"2013/07/10";"3,698811";"14756349321";"";"2170492,77";"0,01%";"1,27%";"3,81%";"10,83%";"7,83%";"8,74%";"7,97%"
"2013/07/09";"3,698383";"14752471580";"";"-870193,52";"-0,01%";"1,26%";"3,89%";"10,8%";"7,83%";"8,72%";"7,95%"
"2013/07/08";"3,69659";"14746189258";"";"-1080733,98";"-0,01%";"1,33%";"3,68%";"10,84%";"7,78%";"8,79%";"7,96%"
"2013/07/05";"3,696764";"14747964152";"";"-16706676,7";"-0,11%";"1,49%";"3,9%";"10,96%";"7,96%";"8,85%";"7,95%"
"2013/07/04";"3,693235";"14750576198";"";"5179816,12";"0,04%";"1,36%";"3,8%";"10,98%";"7,94%";"8,82%";"7,94%"
"2013/07/03";"3,690782";"14735602676";"";"-591300,55";"-0%";"1,52%";"3,5%";"10,99%";"7,92%";"8,85%";"7,95%"
"2013/07/02";"3,69072";"14735946429";"";"-1069441,32";"-0,01%";"1,65%";"3,63%";"11,03%";"7,92%";"8,81%";"7,95%"
"2013/07/01";"3,682768";"14705263597";"";"4892106,77";"0,03%";"1,44%";"3,58%";"10,91%";"7,85%";"8,76%";"7,93%"
"2013/06/28";"3,678519";"14683410911";"";"-27071700";"-0,18%";"1,33%";"3,46%";"10,9%";"7,73%";"8,78%";"7,94%"
"2013/06/27";"3,673161";"14689055845";"";"-2670218,51";"-0,02%";"1,4%";"3,25%";"10,92%";"7,67%";"8,75%";"7,93%"
"2013/06/26";"3,657501";"14629089977";"";"23846943,07";"0,16%";"1,03%";"3,06%";"10,46%";"7,52%";"8,64%";"7,86%"
"2013/06/25";"3,656041";"14599412918";"";"1197059,15";"0,01%";"1,11%";"3,02%";"10,48%";"7,5%";"8,66%";"7,84%"
"2013/06/24";"3,656173";"14598742922";"";"3449050,55";"0,02%";"1,18%";"3,03%";"10,51%";"7,55%";"8,65%";"7,84%"
"2013/06/21";"3,665033";"14630662631";"";"465957,61";"0%";"1,31%";"3,28%";"10,78%";"7,65%";"8,82%";"7,89%"
"2013/06/20";"3,669278";"14647142001";"";"-4704792,71";"-0,03%";"1,47%";"3,46%";"10,91%";"7,74%";"8,85%";"7,9%"
"2013/06/19";"3,677594";"14685053533";"";"12287930,24";"0,08%";"1,49%";"3,87%";"11,18%";"7,82%";"8,83%";"7,95%"
"2013/06/18";"3,687844";"14713660777";"";"151512,34";"0%";"1,78%";"4,27%";"11,61%";"7,92%";"8,89%";"7,95%"
"2013/06/17";"3,689354";"14719533760";"";"-22358192,99";"-0,15%";"1,84%";"4,3%";"11,93%";"7,91%";"8,93%";"7,94%"
"2013/06/14";"3,685427";"14726200477";"";"-22638677,24";"-0,15%";"1,74%";"4,31%";"11,78%";"7,8%";"8,84%";"7,89%"
"2013/06/13";"3,680526";"14729225671";"";"48188627,5";"0,33%";"1,58%";"4,17%";"11,76%";"7,78%";"8,81%";"7,87%"
"2013/06/12";"3,683094";"14691280390";"";"-1100639";"-0,01%";"1,7%";"4,4%";"11,85%";"7,81%";"8,87%";"7,89%"
"2013/06/11";"3,678794";"14675227723";"";"-773215,69";"-0,01%";"1,61%";"4,26%";"11,77%";"7,76%";"8,88%";"7,87%"
"2013/06/10";"3,688279";"14713839934";"";"-30127,44";"-0%";"1,85%";"4,65%";"12,09%";"7,88%";"8,9%";"7,92%"
"2013/06/07";"3,692347";"14730098775";"";"175902,09";"0%";"1,99%";"4,88%";"12,15%";"8,05%";"8,96%";"7,92%"
"2013/06/06";"3,688747";"14715561351";"";"2175929,8";"0,01%";"1,9%";"5,04%";"12,33%";"8,02%";"8,94%";"7,91%"
"2013/06/05";"3,692888";"14729902718";"";"42045943,58";"0,29%";"2,09%";"5,29%";"12,39%";"8,06%";"8,94%";"7,93%"
"2013/06/04";"3,698269";"14709258820";"";"72629974,5";"0,49%";"2,23%";"5,5%";"12,58%";"8,12%";"8,96%";"7,93%"
"2013/06/03";"3,696167";"14628309766";"";"-10287239,35";"-0,07%";"2,18%";"5,45%";"12,57%";"7,67%";"8,9%";"7,92%"
"2013/05/31";"3,695317";"14635230597";"";"-605390,17";"-0%";"2,24%";"5,51%";"12,39%";"7,6%";"8,91%";"7,9%"
"2013/05/30";"3,694002";"14630627740";"";"-173197,87";"-0%";"2,2%";"5,47%";"12,31%";"7,61%";"8,9%";"7,89%"
"2013/05/29";"3,699418";"14652252041";"";"-47286063,69";"-0,32%";"2,35%";"5,69%";"12,47%";"7,66%";"8,98%";"7,92%"
"2013/05/28";"3,699537";"14700010948";"";"-51609,55";"-0%";"2,36%";"5,73%";"12,56%";"7,66%";"8,95%";"7,91%"
"2013/05/27";"3,697292";"14691142079";"";"2316081,84";"0,02%";"2,34%";"5,67%";"12,49%";"7,67%";"8,97%";"7,92%"
"2013/05/24";"3,69842";"14693307384";"";"1970707,86";"0,01%";"2,51%";"5,67%";"12,54%";"7,61%";"8,99%";"7,92%"
"2013/05/23";"3,697053";"14685906504";"";"-889015,83";"-0,01%";"2,47%";"5,63%";"12,54%";"7,6%";"8,98%";"7,91%"
"2013/05/22";"3,697773";"14689655769";"";"1754094,83";"0,01%";"2,49%";"5,66%";"12,54%";"7,6%";"9%";"7,92%"
"2013/05/21";"3,697324";"14686118204";"";"-6297,79";"-0%";"2,51%";"5,68%";"12,77%";"7,6%";"8,98%";"7,93%"
"2013/05/17";"3,698717";"14691657631";"";"10085249,13";"0,07%";"2,82%";"5,63%";"12,78%";"7,52%";"9,04%";"7,94%"
"2013/05/16";"3,697644";"14677313249";"";"1656944,44";"0,01%";"2,79%";"5,6%";"12,68%";"7,5%";"9,04%";"7,94%"
"2013/05/15";"3,693129";"14657736627";"";"66530766,25";"0,45%";"2,66%";"5,51%";"12,43%";"7,46%";"8,97%";"7,93%"
"2013/05/14";"3,691529";"14584884411";"";"-82741,67";"-0%";"2,65%";"5,44%";"12,38%";"7,44%";"8,96%";"7,92%"
"2013/05/13";"3,689804";"14578151801";"";"6729902,89";"0,05%";"2,56%";"5,46%";"12,42%";"7,39%";"8,95%";"7,92%"
"2013/05/10";"3,687795";"14563488147";"";"-2500135,62";"-0,02%";"2,69%";"5,51%";"12,45%";"7,47%";"8,96%";"7,93%"
"2013/05/09";"3,691518";"14580693323";"";"-9026928,91";"-0,06%";"2,79%";"5,61%";"12,54%";"7,73%";"8,98%";"7,94%"
"2013/05/08";"3,689008";"14579800160";"";"-687127,68";"-0%";"2,72%";"5,6%";"12,57%";"7,71%";"8,96%";"7,93%"
"2013/05/07";"3,687869";"14575985488";"";"5533484,59";"0,04%";"2,7%";"5,51%";"12,54%";"7,7%";"8,96%";"7,94%"
"2013/05/06";"3,686148";"14563652481";"";"506869,53";"0%";"2,65%";"5,52%";"12,61%";"7,46%";"8,98%";"7,93%"
"2013/05/03";"3,685346";"14559977089";"";"95788,72";"0%";"2,69%";"5,75%";"12,63%";"7,14%";"8,98%";"7,94%"
"2013/05/02";"3,682009";"14546697647";"";"69883859,57";"0,48%";"2,6%";"5,65%";"12,59%";"7,18%";"8,96%";"7,93%"
"2013/04/30";"3,679407";"14466583321";"";"-7655236,56";"-0,05%";"2,69%";"5,62%";"12,63%";"7,16%";"8,94%";"7,92%"
"2013/04/29";"3,674595";"14455308867";"";"-70583,75";"-0%";"2,52%";"5,62%";"12,49%";"7,12%";"8,93%";"7,91%"
"2013/04/26";"3,672114";"14445619519";"";"6099625,22";"0,04%";"2,56%";"5,47%";"12,48%";"7,06%";"8,93%";"7,9%"
"2013/04/25";"3,674459";"14448740924";"";"915668,8";"0,01%";"2,63%";"5,53%";"12,52%";"7,14%";"8,95%";"7,91%"
"2013/04/24";"3,672845";"14441479072";"";"9176192,07";"0,06%";"2,55%";"5,46%";"12,97%";"7,12%";"8,93%";"7,91%"
"2013/04/23";"3,672999";"14432908017";"";"639420,76";"0%";"2,64%";"5,66%";"13,01%";"7,13%";"8,94%";"7,92%"
"2013/04/22";"3,667949";"14412425695";"";"-101428,87";"-0%";"2,55%";"5,51%";"12,97%";"7,08%";"8,91%";"7,91%"
"2013/04/19";"3,668397";"14414287457";"";"337158,91";"0%";"2,58%";"5,52%";"12,97%";"7,08%";"8,93%";"7,91%"
"2013/04/18";"3,664076";"14396972125";"";"1345786,61";"0,01%";"2,46%";"5,48%";"12,9%";"7,06%";"8,91%";"7,9%"
"2013/04/17";"3,658301";"14372937196";"";"380547,65";"0%";"2,3%";"5,51%";"12,74%";"7%";"8,89%";"7,87%"
"2013/04/16";"3,660051";"14379431964";"";"2119885,73";"0,01%";"2,56%";"5,46%";"12,84%";"7,02%";"8,91%";"7,9%"
"2013/04/15";"3,657228";"14366222847";"";"4093821,7";"0,03%";"2,49%";"5,55%";"12,8%";"6,99%";"8,91%";"7,87%"
"2013/04/12";"3,654442";"14351188255";"";"1023908,09";"0,01%";"2,55%";"5,65%";"12,71%";"7,12%";"8,92%";"7,86%"
"2013/04/11";"3,652873";"14344003240";"";"13140,63";"0%";"2,51%";"5,75%";"12,63%";"7,14%";"8,91%";"7,85%"
"2013/04/10";"3,652571";"14342804215";"";"1889092,29";"0,01%";"2,52%";"5,9%";"12,76%";"7,14%";"8,93%";"7,87%"
"2013/04/09";"3,652366";"14340110241";"";"6898689,7";"0,05%";"2,59%";"5,92%";"12,73%";"7,14%";"8,94%";"7,85%"
"2013/04/08";"3,64818";"14316784166";"";"-64982099,88";"-0,45%";"2,32%";"5,8%";"12,6%";"7,14%";"8,93%";"7,85%"
"2013/04/05";"3,642481";"14359299807";"";"1730456,74";"0,01%";"2,38%";"5,87%";"12,43%";"7,18%";"8,96%";"7,85%"
"2013/04/04";"3,643831";"14362890646";"";"608779,83";"0%";"2,41%";"5,92%";"12,44%";"7,19%";"8,97%";"7,86%"
"2013/04/03";"3,635611";"14329882461";"";"-68727,49";"-0%";"1,96%";"5,65%";"12,19%";"7,11%";"8,91%";"7,84%"
"2013/04/02";"3,630762";"14310838601";"";"-3293255,47";"-0,02%";"1,94%";"5,52%";"12,1%";"7,07%";"8,89%";"7,83%"
"2013/03/28";"3,630367";"14312574585";"";"-889300,16";"-0,01%";"2,1%";"5,65%";"12,14%";"7,2%";"8,82%";"7,81%"
"2013/03/27";"3,622506";"14282470286";"";"-1024869,55";"-0,01%";"1,83%";"5,37%";"11,98%";"7,13%";"8,78%";"7,82%"
"2013/03/26";"3,620187";"14274351368";"";"4242311,68";"0,03%";"2,01%";"5,37%";"11,9%";"7,1%";"8,76%";"7,79%"
"2013/03/25";"3,615843";"14252985810";"";"5137034,02";"0,04%";"1,89%";"5,36%";"11,74%";"7,05%";"8,73%";"7,79%"
"2013/03/22";"3,613705";"14239424212";"";"-2637987,04";"-0,02%";"1,83%";"5,46%";"11,71%";"7,18%";"8,71%";"7,79%"
"2013/03/21";"3,617785";"14258141988";"";"38412357,17";"0,27%";"1,95%";"5,58%";"11,86%";"7,24%";"8,74%";"7,81%"
"2013/03/20";"3,616048";"14212902340";"";"196381392,04";"1,38%";"1,96%";"5,46%";"11,81%";"7,23%";"8,76%";"7,78%"
"2013/03/19";"3,623568";"14045669963";"";"20715305,22";"0,15%";"2,35%";"5,71%";"12,02%";"7,3%";"8,79%";"7,82%"
"2013/03/18";"3,623417";"14024370215";"";"-11450022,54";"-0,08%";"2,44%";"5,73%";"12,03%";"7,29%";"8,83%";"7,83%"
"2013/03/14";"3,622561";"14032504400";"";"-1412083,13";"-0,01%";"2,53%";"5,87%";"12,01%";"7,4%";"8,87%";"7,83%"
"2013/03/13";"3,623186";"14036337753";"";"-126423,3";"-0%";"2,55%";"5,93%";"12,07%";"7,41%";"8,85%";"7,83%"
"2013/03/12";"3,621457";"14029765915";"";"1563007,53";"0,01%";"2,65%";"6,01%";"12,07%";"7,39%";"8,92%";"7,84%"
"2013/03/11";"3,620617";"14024949054";"";"6962163,86";"0,05%";"2,61%";"5,94%";"12,08%";"7,41%";"8,92%";"7,84%"
"2013/03/08";"3,621222";"14020329276";"";"-744393,27";"-0,01%";"2,86%";"6,14%";"12,2%";"7,51%";"8,93%";"7,85%"
"2013/03/07";"3,620338";"14017650894";"";"2401212,69";"0,02%";"2,83%";"6,12%";"12,04%";"7,52%";"8,93%";"7,85%"
"2013/03/06";"3,619877";"14013465033";"";"2012193,76";"0,01%";"3,08%";"5,96%";"12,12%";"7,51%";"8,79%";"7,84%"
"2013/03/05";"3,617187";"14001040660";"";"475007,14";"0%";"3,13%";"6%";"12,21%";"7,49%";"8,7%";"7,83%"
"2013/03/04";"3,617739";"14002702206";"";"-277276,61";"-0%";"3,2%";"5,99%";"12,32%";"7,56%";"8,78%";"7,85%"
"2013/03/01";"3,617297";"14001268658";"";"-1600761,06";"-0,01%";"3,28%";"6,07%";"12,25%";"7,59%";"8,73%";"7,82%"
"2013/02/28";"3,614393";"13991627784";"";"-239225,08";"-0%";"3,3%";"6,19%";"12,45%";"7,61%";"8,64%";"7,81%"
"2013/02/27";"3,612925";"13986184157";"";"-2457732,51";"-0,02%";"3,26%";"6,28%";"12,7%";"7,59%";"8,61%";"7,83%"
"2013/02/26";"3,60908";"13973754692";"";"4018158,31";"0,03%";"3,06%";"6,21%";"12,52%";"7,56%";"8,6%";"7,81%"
"2013/02/25";"3,610548";"13975418750";"";"-27755,29";"-0%";"3,16%";"6,25%";"12,56%";"7,59%";"8,6%";"7,83%"
"2013/02/22";"3,608001";"13965587763";"";"116575,69";"0%";"3,09%";"6,3%";"12,5%";"7,65%";"8,63%";"7,81%"
"2013/02/21";"3,60674";"13960590241";"";"49577,85";"0%";"3,09%";"6,35%";"12,36%";"7,66%";"8,62%";"7,8%"
"2013/02/20";"3,60611";"13958102134";"";"281061,4";"0%";"2,99%";"6,46%";"12,37%";"7,65%";"8,6%";"7,79%"
"2013/02/19";"3,607281";"13962353549";"";"-1563191,71";"-0,01%";"2,99%";"6,49%";"12,42%";"7,67%";"8,61%";"7,82%"
"2013/02/18";"3,601331";"13940884073";"";"-615117,83";"-0%";"2,85%";"6,32%";"12,24%";"7,58%";"8,56%";"7,8%"
"2013/02/15";"3,597431";"13926401482";"";"1453060,68";"0,01%";"2,77%";"6,29%";"12,07%";"7,63%";"8,56%";"7,79%"
"2013/02/14";"3,596074";"13919695741";"";"5592111,93";"0,04%";"2,72%";"6,28%";"12,31%";"7,63%";"8,55%";"7,78%"
"2013/02/13";"3,597853";"13920987022";"";"1017102,24";"0,01%";"2,83%";"6,38%";"12,39%";"7,65%";"8,54%";"7,77%"
"2013/02/12";"3,594579";"13907302926";"";"1706273,51";"0,01%";"2,77%";"6,34%";"12,57%";"7,62%";"8,52%";"7,79%"
"2013/02/11";"3,592513";"13897604350";"";"13932290,82";"0,1%";"2,78%";"6,27%";"12,51%";"7,62%";"8,52%";"7,78%"
"2013/02/08";"3,591165";"13878462561";"";"459810,42";"0%";"2,8%";"6,39%";"12,4%";"7,66%";"8,5%";"7,8%"
"2013/02/07";"3,591005";"13877384433";"";"3066276,06";"0,02%";"2,74%";"6,43%";"12,63%";"7,66%";"8,52%";"7,8%"
"2013/02/06";"3,590994";"13874275657";"";"1456930,26";"0,01%";"2,79%";"6,43%";"12,64%";"7,66%";"8,48%";"7,79%"
"2013/02/05";"3,590165";"13869616113";"";"-1641255,41";"-0,01%";"2,86%";"6,59%";"12,91%";"7,65%";"8,46%";"7,79%"
"2013/02/04";"3,589546";"13868865749";"";"1143832,72";"0,01%";"3%";"6,58%";"12,89%";"7,55%";"8,42%";"7,81%"
"2013/02/01";"3,588737";"13864596455";"";"2631975,11";"0,02%";"2,98%";"6,54%";"13,07%";"7,59%";"8,44%";"7,79%"
"2013/01/31";"3,585374";"13848974454";"";"47288437,11";"0,34%";"2,88%";"6,51%";"12,99%";"7,58%";"8,41%";"7,78%"
"2013/01/30";"3,582919";"13792235639";"";"401891,9";"0%";"2,85%";"6,43%";"12,86%";"7,55%";"8,42%";"7,8%"
"2013/01/29";"3,584302";"13797157369";"";"-682426,61";"-0%";"3,03%";"6,59%";"12,92%";"7,57%";"8,41%";"7,8%"
"2013/01/28";"3,581786";"13788154405";"";"-237365,19";"-0%";"2,88%";"6,51%";"12,84%";"7,56%";"8,41%";"7,83%"
"2013/01/25";"3,580411";"13783098590";"";"2708341,8";"0,02%";"2,83%";"6,38%";"13,27%";"7,58%";"8,44%";"7,82%"
"2013/01/24";"3,581577";"13784877983";"";"-405995,41";"-0%";"2,84%";"6,24%";"13,53%";"7,61%";"8,42%";"7,83%"
"2013/01/23";"3,578453";"13773259882";"";"1029913,99";"0,01%";"2,94%";"6,18%";"13,76%";"7,57%";"8,44%";"7,82%"
"2013/01/22";"3,576643";"13765263903";"";"-838761,41";"-0,01%";"2,88%";"6,07%";"13,87%";"7,56%";"8,42%";"7,84%"
"2013/01/21";"3,578795";"13774385474";"";"10125007,94";"0,07%";"2,95%";"6,13%";"13,94%";"7,55%";"8,43%";"7,83%"
"2013/01/18";"3,576146";"13754072253";"";"-2144052,23";"-0,02%";"2,95%";"6,22%";"14,21%";"7,55%";"8,42%";"7,84%"
"2013/01/17";"3,576226";"13756524038";"";"-565778,97";"-0%";"3,14%";"6,11%";"14,38%";"7,56%";"8,45%";"7,84%"
"2013/01/16";"3,568844";"13728692608";"";"-7684962,61";"-0,06%";"2,83%";"6,04%";"14,04%";"7,49%";"8,4%";"7,75%"
"2013/01/15";"3,568276";"13734191355";"";"-425943,8";"-0%";"2,98%";"6,34%";"13,99%";"7,48%";"8,4%";"7,8%"
"2013/01/14";"3,567306";"13730883681";"";"-13945,59";"-0%";"3,13%";"6,31%";"13,96%";"7,49%";"8,37%";"7,82%"
"2013/01/11";"3,56354";"13716401937";"";"7061910,96";"0,05%";"3,17%";"6,73%";"13,91%";"7,43%";"8,37%";"7,81%"
"2013/01/10";"3,562892";"13706847097";"";"-148193,14";"-0%";"3,3%";"6,76%";"14,18%";"7,53%";"8,38%";"7,8%"
"2013/01/09";"3,560072";"13696146315";"";"4025644,88";"0,03%";"3,24%";"6,65%";"13,91%";"7,5%";"8,36%";"7,82%"
"2013/01/08";"3,56555";"13713189187";"";"4028385,93";"0,03%";"3,4%";"6,91%";"14,14%";"7,55%";"8,41%";"7,82%"
"2013/01/07";"3,564017";"13703266579";"";"12126813,86";"0,09%";"3,59%";"6,87%";"14,09%";"7,58%";"8,42%";"7,79%"
"2013/01/04";"3,557931";"13667760450";"";"57712704,74";"0,42%";"3,42%";"6,91%";"13,87%";"7,69%";"8,4%";"7,76%"
"2013/01/03";"3,565866";"13640401265";"";"-5241874,37";"-0,04%";"3,62%";"7,23%";"13,95%";"7,83%";"8,44%";"7,79%"
"2013/01/02";"3,561547";"13629115448";"";"7148556,13";"0,05%";"3,51%";"7,14%";"13,49%";"7,79%";"8,41%";"7,81%"
"2012/12/28";"3,555603";"13599232678";"";"-105359217,9";"-0,77%";"3,47%";"7,19%";"12,93%";"7,69%";"8,38%";"7,85%"
"2012/12/27";"3,557488";"13711857374";"";"205863,79";"0%";"3,48%";"7,42%";"12,96%";"7,72%";"8,41%";"7,85%"
"2012/12/21";"3,548743";"13677945594";"";"1200862,43";"0,01%";"3,56%";"7,27%";"12,66%";"7,71%";"8,36%";"7,85%"
"2012/12/20";"3,546487";"13668050178";"";"-12960143,94";"-0,09%";"3,43%";"7,2%";"12,61%";"7,65%";"8,36%";"7,84%"
"2012/12/19";"3,540535";"13658049749";"";"-8583509,61";"-0,06%";"3,28%";"7,04%";"12,47%";"7,59%";"8,32%";"7,79%"
"2012/12/18";"3,536964";"13652849029";"";"-26514777,08";"-0,19%";"3,21%";"7,04%";"12,31%";"7,55%";"8,29%";"7,87%"
"2012/12/17";"3,537144";"13680059964";"";"-1091504,67";"-0,01%";"3,25%";"7,31%";"12,32%";"7,55%";"8,32%";"7,81%"
"2012/12/14";"3,533208";"13665927601";"";"2935433,74";"0,02%";"3,26%";"7,16%";"12,3%";"7,39%";"8,26%";"7,81%"
"2012/12/13";"3,533242";"13663123646";"";"1608780,93";"0,01%";"3,3%";"7,29%";"12,23%";"7,39%";"8,25%";"7,82%"
"2012/12/12";"3,527896";"13640844201";"";"639037,08";"0%";"3,27%";"7,13%";"12,06%";"7,34%";"8,22%";"7,77%"
"2012/12/11";"3,528366";"13642022365";"";"744853,91";"0,01%";"3,24%";"7,2%";"11,99%";"7,34%";"8,22%";"7,82%"
"2012/12/10";"3,524559";"13626558986";"";"7133,33";"0%";"3,14%";"7,11%";"11,86%";"7,32%";"8,19%";"7,77%"
"2012/12/07";"3,520547";"13611040770";"";"288878,72";"0%";"3,19%";"6,93%";"11,72%";"7,25%";"8,18%";"7,72%"
"2012/12/06";"3,511609";"13576196778";"";"-15058773,41";"-0,11%";"2,79%";"6,94%";"11,41%";"7,19%";"8,12%";"7,7%"
"2012/12/05";"3,507382";"13574895462";"";"4185183,32";"0,03%";"2,78%";"6,75%";"11,17%";"7,14%";"8,11%";"7,64%"
"2012/12/04";"3,505531";"13563548417";"";"1528946,78";"0,01%";"2,7%";"6,72%";"11,37%";"7,13%";"8,11%";"7,67%"
"2012/12/03";"3,505257";"13560959433";"";"608807,34";"0%";"2,68%";"6,75%";"11,36%";"7,15%";"8,12%";"7,67%"
"2012/11/30";"3,502313";"13548961540";"";"-1799519,56";"-0,01%";"2,79%";"6,48%";"11,93%";"7,2%";"8,09%";"7,61%"
"2012/11/29";"3,50041";"13543398183";"";"2468153,66";"0,02%";"2,76%";"6,42%";"12,21%";"7,24%";"8,1%";"7,6%"
"2012/11/28";"3,498929";"13535200952,637661";"";"-559179,24";"-0%";"2,8%";"6,46%";"11,93%";"7,22%";"8,08%";"7,69%"
"2012/11/27";"3,498992";"13536003850,14134";"";"-1018264,14";"-0,01%";"2,93%";"6,46%";"12,18%";"7,22%";"8,1%";"7,63%"
"2012/11/26";"3,501978";"13548574455,07669";"";"111393,35";"0%";"3,06%";"6,55%";"12,28%";"7,19%";"8,11%";"7,64%"
"2012/11/23";"3,499947";"13540605522,790651";"";"2485980,09";"0,02%";"3,04%";"6,54%";"11,1%";"7,24%";"8,11%";"7,59%"
"2012/11/22";"3,499812";"13537597350,178171";"";"146415,54";"0%";"3,11%";"6,51%";"11,01%";"7,29%";"8,17%";"7,59%"
"2012/11/21";"3,498714";"13533203814,75818";"";"11911295,23";"0,09%";"3,16%";"6,71%";"11,02%";"7,28%";"8,17%";"7,57%"
"2012/11/20";"3,501282";"13531216931,518982";"";"-13405746,76";"-0,1%";"3,36%";"6,8%";"11,08%";"7,31%";"8,18%";"7,64%"
"2012/11/19";"3,502499";"13549330612,634722";"";"3386103,51";"0,02%";"3,4%";"6,84%";"11,11%";"7,31%";"8,19%";"7,67%"
"2012/11/16";"3,501472";"13541972577,93815";"";"3074396,27";"0,02%";"3,39%";"6,7%";"11,3%";"7,31%";"8,16%";"7,77%"
"2012/11/15";"3,500427";"13534857552,86919";"";"-106618,73";"-0%";"3,43%";"6,56%";"11,22%";"7,3%";"8,14%";"7,76%"
"2012/11/14";"3,500922";"13536878168,73982";"";"2271635,39";"0,02%";"3,47%";"6,58%";"11,21%";"7,3%";"8,16%";"7,76%"
"2012/11/13";"3,498721";"13526097440,897812";"";"-2236286,01";"-0,02%";"3,45%";"6,6%";"10,74%";"7,28%";"8,15%";"7,72%"
"2012/11/12";"3,497806";"13524795741,07085";"";"12132465,87";"0,09%";"3,47%";"6,57%";"10,71%";"7,27%";"8,14%";"7,73%"
"2012/11/09";"3,495288";"13502935781,41451";"";"-607706,58";"-0%";"3,44%";"6,56%";"10,39%";"7,33%";"8,12%";"7,7%"
"2012/11/08";"3,493313";"13495913358,977612";"";"2549902,83";"0,02%";"3,49%";"6,6%";"10,29%";"7,38%";"8,11%";"7,7%"
"2012/11/07";"3,495242";"13500814462,710571";"";"-139430,96";"-0%";"3,59%";"6,66%";"10,41%";"7,4%";"8,14%";"7,74%"
"2012/11/06";"3,493375";"13493742295,47248";"";"14497,87";"0%";"3,54%";"6,72%";"10,42%";"7,38%";"8,12%";"7,71%"
"2012/11/05";"3,490319";"13481923501,71383";"";"726388,07";"0,01%";"3,63%";"6,63%";"10,32%";"7,39%";"8,09%";"7,72%"
"2012/10/31";"3,484939";"13460417110,30116";"";"-637010,57";"-0%";"3,53%";"6,68%";"9,81%";"7,31%";"8,05%";"7,72%"
"2012/10/30";"3,483782";"13456585049,927092";"";"-969878,04";"-0,01%";"3,48%";"6,64%";"9,77%";"7,29%";"8,05%";"7,72%"
"2012/10/29";"3,479034";"13439213805,936531";"";"328866,74";"0%";"3,46%";"6,5%";"9,62%";"7,3%";"8,03%";"7,75%"
"2012/10/26";"3,481641";"13448955313,051062";"";"-977512,77";"-0,01%";"3,52%";"6,64%";"9,64%";"7,18%";"8,05%";"7,77%"
"2012/10/25";"3,481748";"13450346177,689772";"";"-1683868,71";"-0,01%";"3,45%";"6,62%";"9,71%";"7,28%";"8,05%";"7,77%"
"2012/10/24";"3,482834";"13456225899,926891";"";"4212171,21";"0,03%";"3,32%";"7,13%";"9,84%";"7,29%";"8,1%";"7,74%"
"2012/10/19";"3,476386";"13427109129,611092";"";"-99610095,3";"-0,74%";"3,13%";"7,05%";"9,75%";"7,31%";"8,04%";"7,63%"
"2012/10/18";"3,473588";"13515832125,378511";"";"-573177545,72";"-4,24%";"3,18%";"7,03%";"9,69%";"7,3%";"8,06%";"7,62%"
"2012/10/17";"3,467393";"14063882507,221762";"";"-405909007,41";"-2,89%";"2,89%";"6,86%";"9,48%";"7,24%";"8,02%";"7,61%"
"2012/10/16";"3,470627";"14483287332,89079";"";"339743,09";"0%";"3,12%";"7%";"9,68%";"7,27%";"8,07%";"7,79%"
"2012/10/15";"3,464906";"14459073821,98649";"";"1187537,58";"0,01%";"3,25%";"6,87%";"9,5%";"7,2%";"8,03%";"7,68%"
"2012/10/12";"3,458983";"14433171599,369291";"";"114345";"0%";"3,36%";"6,68%";"9,45%";"7,44%";"7,99%";"7,7%"
"2012/10/11";"3,454126";"14412790789,023571";"";"1566378,76";"0,01%";"3,46%";"6,5%";"9,38%";"7,4%";"7,97%";"7,69%"
"2012/10/10";"3,448995";"14389816971,029531";"";"2350877,95";"0,02%";"3,34%";"6,47%";"9,24%";"7,34%";"7,98%";"7,64%"
"2012/10/09";"3,448212";"14384199812,34135";"";"35939543,87";"0,25%";"3,3%";"6,43%";"9,33%";"7,34%";"7,96%";"7,64%"
"2012/10/08";"3,448175";"14348106308,78812";"";"201446,09";"0%";"3,4%";"6,43%";"9,33%";"7,36%";"7,96%";"7,69%"
"2012/10/05";"3,440394";"14315528011,836512";"";"204567,01";"0%";"3,27%";"6,19%";"9,18%";"7,38%";"7,92%";"7,72%"
"2012/10/04";"3,440203";"14314528702,48249";"";"-27785383,18";"-0,19%";"3,38%";"6,16%";"9,29%";"7,47%";"7,94%";"7,72%"
"2012/10/03";"3,441268";"14346754104,023972";"";"-979215,53";"-0,01%";"3,49%";"6,19%";"9,15%";"7,48%";"7,94%";"7,72%"
