"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2006/07/03";"2,145549";"8939560975";"0";"42898267,07";"0,48%";"0,62%";"1,72%";"4,27%";"7,7%";"7,52%";""
"2006/06/30";"2,145177";"8895120185";"0";"-12142758,45";"-0,14%";"0,74%";"1,86%";"4,3%";"7,76%";"7,54%";""
"2006/06/29";"2,145597";"8909006879";"0";"-3940219,81";"-0,04%";"0,76%";"1,88%";"4,52%";"7,79%";"7,55%";""
"2006/06/28";"2,146914";"8918418001";"0";"304795563,28";"3,42%";"0,82%";"1,94%";"4,59%";"7,81%";"7,56%";""
"2006/06/27";"2,147856";"8617401831";"0";"30478525,85";"0,35%";"0,89%";"1,92%";"4,62%";"7,83%";"7,58%";""
"2006/06/26";"2,146925";"8583201256";"0";"20364551,21";"0,24%";"0,82%";"1,93%";"4,61%";"7,76%";"7,62%";""
"2006/06/23";"2,147522";"8565217791";"0";"39961524,27";"0,47%";"0,87%";"2,01%";"4,69%";"7,72%";"7,62%";""
"2006/06/22";"2,150736";"8538015239";"0";"30311028,77";"0,36%";"1,02%";"2,16%";"5,01%";"7,83%";"7,65%";""
"2006/06/21";"2,150581";"8507091074";"0";"-7431098,16";"-0,09%";"1,02%";"2,15%";"5,05%";"7,83%";"7,67%";""
"2006/06/20";"2,151216";"8517036247";"0";"8622624,2";"0,1%";"1,12%";"2,19%";"5,12%";"7,84%";"7,69%";""
"2006/06/19";"2,150859";"8507001629";"0";"306100406,44";"3,6%";"1,03%";"2,23%";"5,21%";"7,91%";"7,65%";""
"2006/06/16";"2,150093";"8197980580";"0";"-21926087,09";"-0,27%";"1,03%";"2,33%";"5,23%";"7,65%";"7,74%";""
"2006/06/15";"2,154152";"8235424415";"0";"-718052207,92";"-8,72%";"1,22%";"2,52%";"5,43%";"7,68%";"7,78%";""
"2006/06/14";"2,152911";"8948318554";"0";"-1411613,51";"-0,02%";"1,34%";"2,46%";"5,46%";"7,66%";"7,76%";""
"2006/06/13";"2,152625";"8948541255";"0";"-2770294,79";"-0,03%";"1,35%";"2,46%";"5,51%";"7,66%";"7,76%";""
"2006/06/12";"2,15333";"8954243168";"0";"-60533671,5";"-0,68%";"1,39%";"2,54%";"5,61%";"7,69%";"7,75%";""
"2006/06/09";"2,15391";"9017204972";"0";"-3400237,76";"-0,04%";"1,31%";"2,67%";"5,65%";"7,72%";"7,8%";""
"2006/06/08";"2,153856";"9020379057";"0";"26518710,29";"0,29%";"1,3%";"2,67%";"5,68%";"7,72%";"7,8%";""
"2006/06/07";"2,153684";"8993142126";"0";"515,81";"0%";"1,27%";"2,66%";"5,68%";"7,71%";"7,84%";""
"2006/06/06";"2,153755";"8993438085";"0";"801962,34";"0,01%";"1,17%";"2,6%";"5,75%";"7,72%";"7,83%";""
"2006/06/02";"2,152465";"8987249948";"0";"-3685452,56";"-0,04%";"1,1%";"2,47%";"5,92%";"7,64%";"7,84%";""
"2006/06/01";"2,152234";"8989970504";"0";"2604058,53";"0,03%";"1,08%";"2,46%";"6,11%";"7,59%";"7,84%";""
"2006/05/31";"2,151863";"8985817212";"0";"-3537686,49";"-0,04%";"1,05%";"2,44%";"6,15%";"7,59%";"7,83%";""
"2006/05/30";"2,151618";"8988331417";"0";"38410240,96";"0,43%";"1,03%";"2,47%";"6,15%";"7,58%";"7,86%";""
"2006/05/29";"2,151177";"8948086782";"0";"104949408,67";"1,17%";"1,02%";"2,45%";"6,11%";"7,61%";"7,87%";""
"2006/05/26";"2,149942";"8838060490";"0";"40992590,48";"0,46%";"1,03%";"2,53%";"6,07%";"7,64%";"7,83%";""
"2006/05/25";"2,149249";"8794232303";"0";"-1001162,98";"-0,01%";"1%";"2,5%";"6,02%";"7,57%";"7,82%";""
"2006/05/24";"2,149003";"8794226776";"0";"119082848,73";"1,35%";"1,01%";"2,48%";"5,99%";"7,57%";"7,83%";""
"2006/05/23";"2,148717";"8673989396";"0";"-10568689,36";"-0,12%";"1%";"2,54%";"6,11%";"7,56%";"7,81%";""
"2006/05/22";"2,148587";"8684032659";"0";"7817733,06";"0,09%";"0,9%";"2,63%";"6,17%";"7,58%";"7,79%";""
"2006/05/19";"2,14738";"8671340936";"0";"-453739,78";"-0,01%";"0,88%";"2,5%";"6,13%";"7,6%";"7,79%";""
"2006/05/18";"2,146852";"8669662446";"0";"16889806,01";"0,19%";"0,85%";"2,48%";"6,13%";"7,61%";"7,79%";""
"2006/05/17";"2,147002";"8653377207";"0";"-146152,07";"-0%";"0,86%";"2,48%";"6,15%";"7,61%";"7,79%";""
"2006/05/16";"2,146491";"8651463766";"0";"1206457,54";"0,01%";"0,88%";"2,41%";"6,16%";"7,6%";"7,78%";""
"2006/05/15";"2,145887";"8647823217";"0";"186377597,24";"2,16%";"0,86%";"2,42%";"6,13%";"7,61%";"7,79%";""
"2006/05/12";"2,146282";"8463003144";"0";"-13833193,72";"-0,16%";"0,96%";"2,6%";"6,22%";"7,64%";"7,83%";""
"2006/05/11";"2,146378";"8477215494";"0";"-58768479,4";"-0,69%";"0,96%";"2,6%";"6,22%";"7,69%";"7,83%";""
"2006/05/10";"2,146104";"8534894296";"0";"-16284343,14";"-0,19%";"0,97%";"2,59%";"6,21%";"7,68%";"7,81%";""
"2006/05/09";"2,146211";"8551604982";"0";"-14147882,71";"-0,17%";"0,96%";"2,62%";"6,24%";"7,68%";"7,85%";""
"2006/05/08";"2,145679";"8563629597";"0";"-49883997,53";"-0,58%";"0,91%";"2,46%";"6,25%";"7,67%";"7,84%";""
"2006/05/05";"2,144885";"8610326198";"0";"-2991429,81";"-0,03%";"1,09%";"2,42%";"6,24%";"7,64%";"7,87%";""
"2006/05/04";"2,144543";"8611944242";"0";"-22077762,52";"-0,26%";"1,08%";"2,41%";"6,31%";"7,69%";"7,87%";""
"2006/05/03";"2,144064";"8632093530";"0";"-212567379,09";"-2,46%";"1,12%";"2,38%";"6,36%";"7,68%";"7,88%";""
"2006/05/02";"2,143102";"8840692481";"0";"-444952,51";"-0,01%";"1,08%";"2,33%";"6,33%";"7,67%";"7,89%";""
"2006/04/28";"2,141932";"8836310724";"0";"-32660266,68";"-0,37%";"1,1%";"2,43%";"6,3%";"7,65%";"7,91%";""
"2006/04/27";"2,141263";"8866200902";"0";"50943902,63";"0,57%";"1,07%";"2,4%";"6,24%";"7,65%";"7,89%";""
"2006/04/26";"2,140675";"8812836292";"0";"-784936,83";"-0,01%";"0,87%";"2,37%";"6,24%";"7,64%";"7,88%";""
"2006/04/25";"2,140435";"8812633097";"0";"76606046,28";"0,87%";"0,88%";"2,37%";"6,32%";"7,64%";"7,87%";""
"2006/04/24";"2,140215";"8735129137";"0";"-9313843,97";"-0,11%";"0,89%";"2,31%";"6,36%";"7,65%";"7,9%";""
"2006/04/21";"2,138356";"8736847520";"0";"-15305506,24";"-0,18%";"0,98%";"2,12%";"6,22%";"7,67%";"7,93%";""
"2006/04/20";"2,13805";"8750900588";"0";"-7643441,51";"-0,09%";"0,97%";"2,11%";"6,25%";"7,66%";"7,93%";""
"2006/04/19";"2,138049";"8758539933";"0";"3717631,69";"0,04%";"0,93%";"2,11%";"6,26%";"7,66%";"7,92%";""
"2006/04/18";"2,136321";"8747746536";"0";"16301750,72";"0,19%";"0,84%";"2,03%";"6,09%";"7,63%";"7,88%";""
"2006/04/14";"2,135119";"8726532042";"0";"-1356939,72";"-0,02%";"0,85%";"2,02%";"6,01%";"7,61%";"7,9%";""
"2006/04/13";"2,134608";"8725800128";"0";"20101798,64";"0,23%";"0,83%";"2%";"5,99%";"7,56%";"7,9%";""
"2006/04/12";"2,135108";"8707737509";"0";"5101235,89";"0,06%";"0,88%";"2,02%";"6,01%";"7,56%";"7,92%";""
"2006/04/11";"2,133876";"8697614678";"0";"6920718,09";"0,08%";"0,91%";"1,92%";"5,95%";"7,54%";"7,9%";""
"2006/04/10";"2,132741";"8686071415";"0";"1867936,6";"0,02%";"0,8%";"1,76%";"5,92%";"7,58%";"7,84%";""
"2006/04/07";"2,131536";"8679296898";"0";"-14456882,3";"-0,17%";"0,9%";"1,87%";"5,92%";"7,5%";"7,87%";""
"2006/04/06";"2,131695";"8694402283";"0";"4103577,89";"0,05%";"0,91%";"1,88%";"5,92%";"7,62%";"7,88%";""
"2006/04/05";"2,131356";"8688916701";"0";"-3552860,15";"-0,04%";"0,93%";"1,86%";"5,91%";"7,62%";"7,85%";""
"2006/04/04";"2,132259";"8696152334";"0";"4433452,99";"0,05%";"1,09%";"1,83%";"5,98%";"7,63%";"7,89%";""
"2006/04/03";"2,132036";"8690809867";"0";"-2782598,63";"-0,03%";"1,15%";"1,87%";"6,02%";"7,64%";"7,89%";""
"2006/03/31";"2,12942";"8682925461";"0";"156484434,11";"1,8%";"1,11%";"1,78%";"5,94%";"7,67%";"7,87%";""
"2006/03/30";"2,129421";"8526445031";"0";"-272510128,45";"-3,2%";"1,11%";"1,78%";"6,01%";"7,56%";"7,87%";""
"2006/03/29";"2,128837";"8796542020";"0";"-7133727,13";"-0,08%";"1,01%";"1,75%";"6,11%";"7,55%";"7,93%";""
"2006/03/28";"2,129381";"8805925426";"0";"16647783,09";"0,19%";"1,1%";"1,72%";"6,29%";"7,56%";"7,88%";""
"2006/03/27";"2,128431";"8785356403";"0";"-4525350,44";"-0,05%";"1,04%";"1,6%";"6,25%";"7,64%";"7,99%";""
"2006/03/24";"2,129014";"8792289396";"0";"1065179281,89";"12,11%";"1,13%";"1,62%";"6,5%";"7,55%";"7,96%";""
"2006/03/23";"2,128819";"7726402375";"0";"21101152,5";"0,27%";"1,12%";"1,61%";"6,33%";"7,66%";"7,96%";""
"2006/03/22";"2,127308";"7699832129";"0";"2209915,96";"0,03%";"1,06%";"1,53%";"6,27%";"7,63%";"7,94%";""
"2006/03/21";"2,128863";"7703248950";"0";"33612877,36";"0,44%";"1,19%";"1,57%";"6,17%";"7,66%";"7,98%";""
"2006/03/20";"2,127738";"7665583045";"0";"2633028,61";"0,03%";"1,19%";"1,42%";"6,15%";"7,58%";"7,95%";""
"2006/03/17";"2,128233";"7664732736";"0";"9288758,76";"0,12%";"1,29%";"1,38%";"6,26%";"7,64%";"8,01%";""
"2006/03/16";"2,124341";"7641444106";"0";"162680718,34";"2,13%";"1,1%";"1,2%";"5,93%";"7,61%";"7,98%";""
"2006/03/14";"2,123867";"7477094666";"0";"664995413,45";"8,89%";"1,13%";"1,2%";"5,84%";"7,6%";"7,97%";""
